0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
227.0,39.0,215.0,780.0,115.0,2200.0,2274.0,29.0,366.0,67.0,172.0,242.0,254.0,3397.0,1841.0,33.0,197.0,304.0,72.0,48.0,0.0
195.0,10.0,232.0,3490.0,3.0,402.0,3004.0,5.0,5558.0,840.0,185.0,208.0,213.0,2333.0,6125.0,78.0,230.0,108.0,321.0,155.0,0.0
216.0,24.0,231.0,1480.0,9.0,3094.0,3218.0,14.0,1606.0,382.0,222.0,219.0,204.0,1364.0,2113.0,46.0,212.0,7.0,11.0,144.0,0.0
246.0,0.0,238.0,1869.0,107.0,5681.0,3373.0,9.0,2270.0,60.0,216.0,233.0,236.0,2553.0,3413.0,-5.0,229.0,285.0,161.0,124.0,1.0
212.0,76.0,187.0,1785.0,204.0,3524.0,3096.0,12.0,1899.0,408.0,227.0,234.0,213.0,4517.0,2089.0,98.0,251.0,345.0,189.0,171.0,0.0
222.0,51.0,208.0,816.0,148.0,1231.0,3314.0,12.0,1888.0,180.0,228.0,192.0,236.0,1036.0,3199.0,-7.0,239.0,52.0,153.0,132.0,1.0
234.0,79.0,254.0,1624.0,117.0,1907.0,3268.0,12.0,1945.0,192.0,209.0,184.0,240.0,3070.0,1465.0,35.0,229.0,161.0,89.0,117.0,1.0
216.0,125.0,231.0,2060.0,112.0,5356.0,3393.0,28.0,2352.0,270.0,241.0,201.0,254.0,451.0,947.0,74.0,197.0,78.0,304.0,50.0,1.0
198.0,72.0,226.0,3055.0,80.0,2569.0,2631.0,14.0,228.0,258.0,224.0,213.0,238.0,4095.0,1733.0,21.0,215.0,355.0,220.0,105.0,0.0
189.0,-5.0,192.0,3566.0,352.0,1012.0,3323.0,19.0,3744.0,594.0,233.0,215.0,182.0,1218.0,3576.0,185.0,203.0,87.0,33.0,156.0,1.0
222.0,19.0,227.0,5645.0,53.0,2556.0,2728.0,12.0,1530.0,330.0,207.0,227.0,227.0,3449.0,481.0,104.0,213.0,25.0,349.0,118.0,0.0
230.0,-13.0,173.0,2456.0,86.0,4478.0,3226.0,15.0,1863.0,60.0,208.0,198.0,241.0,2477.0,242.0,1.0,214.0,18.0,344.0,99.0,1.0
202.0,37.0,214.0,4084.0,282.0,3877.0,3434.0,19.0,4959.0,212.0,233.0,173.0,163.0,3293.0,960.0,88.0,238.0,97.0,270.0,213.0,0.0
214.0,0.0,254.0,4759.0,75.0,335.0,3439.0,15.0,1226.0,150.0,226.0,231.0,237.0,1894.0,994.0,-21.0,210.0,35.0,7.0,100.0,1.0
219.0,66.0,196.0,1741.0,330.0,4213.0,3286.0,19.0,4377.0,361.0,251.0,170.0,172.0,1047.0,1321.0,107.0,214.0,230.0,207.0,180.0,1.0
197.0,81.0,222.0,853.0,349.0,1907.0,3404.0,10.0,1382.0,794.0,245.0,238.0,202.0,3261.0,1632.0,65.0,223.0,304.0,187.0,160.0,1.0
208.0,8.0,232.0,2002.0,116.0,720.0,2393.0,15.0,570.0,430.0,235.0,207.0,245.0,664.0,1230.0,61.0,224.0,65.0,308.0,105.0,0.0
190.0,37.0,215.0,2571.0,50.0,874.0,3287.0,12.0,2889.0,30.0,227.0,223.0,225.0,1761.0,1822.0,2.0,213.0,58.0,194.0,120.0,1.0
219.0,9.0,219.0,4341.0,38.0,660.0,3013.0,14.0,134.0,85.0,215.0,242.0,219.0,1405.0,1273.0,22.0,208.0,76.0,72.0,120.0,0.0
204.0,26.0,237.0,1124.0,327.0,4995.0,3436.0,13.0,1493.0,871.0,224.0,231.0,189.0,2676.0,1611.0,97.0,225.0,102.0,117.0,176.0,1.0
228.0,29.0,204.0,579.0,10.0,1825.0,3412.0,9.0,3105.0,631.0,215.0,243.0,210.0,3673.0,2040.0,173.0,221.0,270.0,59.0,148.0,1.0
232.0,39.0,227.0,3782.0,121.0,2079.0,3034.0,4.0,6313.0,417.0,180.0,210.0,227.0,1605.0,4004.0,180.0,236.0,298.0,13.0,144.0,0.0
224.0,36.0,252.0,2713.0,342.0,124.0,3256.0,21.0,3688.0,443.0,251.0,213.0,172.0,2036.0,3541.0,143.0,204.0,72.0,350.0,168.0,1.0
232.0,14.0,214.0,3262.0,8.0,4226.0,3845.0,7.0,4653.0,1024.0,215.0,200.0,212.0,1974.0,2707.0,396.0,226.0,37.0,357.0,152.0,1.0
217.0,5.0,238.0,930.0,124.0,4434.0,3129.0,15.0,1110.0,95.0,249.0,221.0,244.0,1291.0,2349.0,-1.0,228.0,183.0,8.0,108.0,0.0
223.0,10.0,239.0,2394.0,353.0,1431.0,2975.0,9.0,3677.0,446.0,189.0,195.0,204.0,1999.0,1608.0,57.0,224.0,3.0,343.0,158.0,0.0
214.0,17.0,234.0,5461.0,189.0,1100.0,3401.0,39.0,1140.0,95.0,198.0,226.0,191.0,2154.0,1113.0,44.0,235.0,49.0,223.0,144.0,1.0
228.0,9.0,247.0,4694.0,121.0,808.0,3432.0,23.0,866.0,990.0,218.0,223.0,251.0,2279.0,192.0,222.0,215.0,65.0,3.0,79.0,1.0
237.0,115.0,228.0,3565.0,259.0,4442.0,2349.0,20.0,234.0,503.0,219.0,231.0,167.0,973.0,684.0,-39.0,247.0,68.0,65.0,215.0,0.0
197.0,131.0,246.0,1154.0,127.0,1566.0,3226.0,9.0,2379.0,30.0,183.0,175.0,236.0,3842.0,541.0,-4.0,234.0,281.0,228.0,128.0,1.0
225.0,38.0,225.0,3747.0,245.0,1884.0,2948.0,12.0,192.0,30.0,214.0,234.0,194.0,4518.0,1201.0,12.0,249.0,156.0,27.0,192.0,0.0
237.0,64.0,232.0,499.0,175.0,1639.0,3413.0,10.0,2548.0,424.0,200.0,246.0,226.0,1265.0,671.0,213.0,246.0,107.0,108.0,151.0,1.0
194.0,0.0,251.0,2671.0,106.0,5468.0,3291.0,12.0,3338.0,95.0,234.0,239.0,240.0,4589.0,644.0,23.0,226.0,11.0,294.0,114.0,0.0
174.0,-3.0,191.0,124.0,288.0,4588.0,3305.0,12.0,819.0,566.0,244.0,185.0,185.0,2045.0,713.0,114.0,239.0,109.0,317.0,194.0,0.0
240.0,0.0,236.0,4084.0,331.0,2831.0,3197.0,17.0,474.0,513.0,234.0,215.0,178.0,5004.0,1598.0,78.0,217.0,23.0,120.0,178.0,0.0
177.0,23.0,224.0,551.0,105.0,1350.0,3267.0,10.0,573.0,551.0,220.0,219.0,237.0,1842.0,1031.0,108.0,228.0,89.0,23.0,120.0,1.0
187.0,0.0,225.0,2991.0,323.0,484.0,2849.0,21.0,2431.0,134.0,243.0,225.0,161.0,1317.0,1082.0,14.0,213.0,77.0,22.0,189.0,0.0
159.0,19.0,214.0,3590.0,120.0,1861.0,3345.0,8.0,1189.0,636.0,212.0,169.0,234.0,553.0,2383.0,100.0,234.0,205.0,84.0,131.0,0.0
235.0,62.0,246.0,1784.0,117.0,2977.0,2794.0,28.0,2250.0,95.0,214.0,211.0,254.0,2275.0,524.0,50.0,200.0,71.0,356.0,53.0,0.0
241.0,66.0,189.0,1687.0,45.0,2315.0,2962.0,5.0,4506.0,390.0,214.0,229.0,221.0,976.0,4102.0,49.0,229.0,357.0,77.0,143.0,0.0
216.0,0.0,186.0,4341.0,23.0,3273.0,3364.0,12.0,3150.0,511.0,234.0,215.0,212.0,1981.0,2342.0,125.0,214.0,145.0,181.0,136.0,1.0
189.0,57.0,188.0,4506.0,50.0,1073.0,2644.0,7.0,277.0,277.0,205.0,218.0,224.0,1396.0,1731.0,34.0,225.0,136.0,196.0,136.0,0.0
220.0,124.0,237.0,1288.0,74.0,3561.0,3341.0,28.0,2018.0,67.0,231.0,239.0,240.0,2928.0,900.0,15.0,176.0,259.0,40.0,48.0,1.0
172.0,203.0,223.0,5001.0,263.0,3237.0,3319.0,6.0,864.0,570.0,249.0,193.0,205.0,591.0,888.0,117.0,243.0,341.0,96.0,176.0,0.0
229.0,28.0,229.0,2962.0,294.0,5509.0,3362.0,14.0,2382.0,0.0,232.0,156.0,179.0,1639.0,2432.0,0.0,236.0,235.0,103.0,196.0,1.0
224.0,0.0,176.0,5606.0,177.0,1112.0,3342.0,12.0,4418.0,127.0,221.0,185.0,226.0,1302.0,3267.0,17.0,247.0,10.0,119.0,151.0,1.0
235.0,19.0,227.0,3231.0,3.0,1047.0,3446.0,10.0,1557.0,751.0,244.0,178.0,206.0,2200.0,1507.0,107.0,220.0,42.0,29.0,152.0,1.0
214.0,17.0,238.0,5790.0,111.0,0.0,3184.0,21.0,832.0,228.0,254.0,230.0,250.0,912.0,721.0,57.0,213.0,324.0,138.0,80.0,1.0
231.0,79.0,226.0,5763.0,348.0,1071.0,2152.0,12.0,1243.0,0.0,226.0,182.0,197.0,1896.0,579.0,0.0,220.0,97.0,36.0,161.0,0.0
237.0,0.0,216.0,495.0,106.0,2416.0,2975.0,17.0,5891.0,351.0,148.0,237.0,247.0,1905.0,4268.0,108.0,217.0,272.0,130.0,93.0,0.0
214.0,155.0,227.0,1187.0,122.0,511.0,3103.0,16.0,2886.0,797.0,247.0,204.0,246.0,3950.0,2685.0,72.0,226.0,313.0,70.0,103.0,0.0
208.0,64.0,243.0,2308.0,13.0,3571.0,3420.0,20.0,4457.0,402.0,139.0,217.0,197.0,3776.0,3856.0,189.0,196.0,355.0,111.0,131.0,1.0
223.0,163.0,232.0,430.0,325.0,1613.0,3008.0,35.0,2048.0,514.0,206.0,234.0,116.0,2368.0,1276.0,82.0,181.0,37.0,330.0,193.0,0.0
234.0,-152.0,247.0,2580.0,343.0,3666.0,3415.0,13.0,1744.0,150.0,205.0,175.0,192.0,2656.0,1984.0,40.0,219.0,207.0,93.0,165.0,1.0
235.0,4.0,231.0,2192.0,171.0,984.0,3370.0,10.0,2809.0,1123.0,233.0,167.0,227.0,1154.0,1712.0,131.0,245.0,144.0,162.0,149.0,1.0
224.0,68.0,229.0,4243.0,329.0,5528.0,3372.0,1.0,4340.0,95.0,239.0,199.0,215.0,984.0,4069.0,2.0,237.0,96.0,351.0,159.0,1.0
189.0,37.0,228.0,2482.0,340.0,1345.0,2732.0,19.0,1468.0,108.0,214.0,186.0,175.0,3048.0,2765.0,28.0,208.0,320.0,298.0,169.0,0.0
233.0,20.0,224.0,3304.0,117.0,1245.0,2913.0,13.0,4718.0,150.0,223.0,191.0,242.0,1510.0,1640.0,19.0,228.0,49.0,42.0,113.0,0.0
185.0,36.0,238.0,4901.0,128.0,4897.0,2199.0,13.0,127.0,95.0,239.0,167.0,242.0,67.0,319.0,11.0,231.0,185.0,283.0,116.0,0.0
223.0,91.0,241.0,1159.0,284.0,3772.0,3175.0,4.0,5037.0,170.0,234.0,240.0,209.0,553.0,2630.0,2.0,240.0,59.0,104.0,169.0,0.0
211.0,67.0,211.0,4339.0,304.0,1276.0,3029.0,21.0,2970.0,604.0,203.0,225.0,156.0,721.0,537.0,308.0,224.0,99.0,160.0,206.0,0.0
206.0,163.0,218.0,1400.0,82.0,976.0,2916.0,12.0,3778.0,42.0,244.0,251.0,236.0,4213.0,1836.0,4.0,219.0,54.0,294.0,113.0,0.0
216.0,2.0,223.0,3087.0,297.0,730.0,3458.0,1.0,1677.0,779.0,226.0,229.0,216.0,690.0,1423.0,119.0,238.0,335.0,58.0,160.0,1.0
231.0,-23.0,212.0,1343.0,307.0,618.0,3304.0,22.0,3699.0,256.0,234.0,235.0,155.0,2315.0,3893.0,-20.0,221.0,331.0,145.0,204.0,1.0
206.0,65.0,233.0,2147.0,333.0,5610.0,3253.0,8.0,4191.0,240.0,231.0,218.0,201.0,2642.0,1112.0,23.0,229.0,23.0,319.0,168.0,0.0
229.0,85.0,221.0,1654.0,53.0,2110.0,3322.0,2.0,2914.0,390.0,238.0,229.0,221.0,706.0,3260.0,98.0,234.0,56.0,27.0,150.0,1.0
216.0,16.0,223.0,3290.0,303.0,2239.0,3179.0,12.0,646.0,120.0,220.0,230.0,188.0,424.0,1348.0,4.0,234.0,302.0,27.0,187.0,0.0
238.0,24.0,242.0,1015.0,178.0,437.0,3437.0,11.0,4168.0,467.0,215.0,246.0,225.0,1057.0,3140.0,101.0,247.0,151.0,113.0,152.0,1.0
214.0,3.0,184.0,633.0,227.0,1489.0,2859.0,21.0,3889.0,671.0,242.0,189.0,185.0,1631.0,1495.0,118.0,254.0,45.0,275.0,200.0,0.0
239.0,-1.0,238.0,2342.0,10.0,870.0,3392.0,17.0,4420.0,324.0,249.0,207.0,199.0,2257.0,3915.0,180.0,203.0,13.0,94.0,138.0,1.0
189.0,8.0,239.0,446.0,91.0,295.0,3386.0,17.0,1908.0,306.0,214.0,173.0,244.0,1382.0,1710.0,101.0,211.0,210.0,90.0,91.0,0.0
225.0,-3.0,218.0,741.0,39.0,1956.0,2461.0,17.0,218.0,124.0,232.0,182.0,218.0,4901.0,306.0,44.0,199.0,153.0,174.0,111.0,0.0
195.0,-3.0,208.0,4380.0,52.0,1324.0,3326.0,27.0,4089.0,190.0,234.0,243.0,222.0,4025.0,4070.0,73.0,170.0,222.0,68.0,66.0,1.0
252.0,34.0,244.0,1485.0,342.0,6192.0,3379.0,15.0,5161.0,127.0,223.0,244.0,188.0,1415.0,3540.0,20.0,217.0,96.0,59.0,167.0,1.0
248.0,88.0,233.0,1041.0,321.0,3500.0,2177.0,30.0,1216.0,150.0,228.0,197.0,130.0,2848.0,1057.0,68.0,195.0,303.0,128.0,198.0,0.0
252.0,11.0,170.0,5580.0,157.0,2012.0,3362.0,7.0,4480.0,30.0,195.0,217.0,228.0,3155.0,4294.0,-5.0,241.0,87.0,75.0,146.0,1.0
117.0,60.0,249.0,3087.0,14.0,738.0,3322.0,16.0,3363.0,323.0,231.0,223.0,203.0,4361.0,2210.0,83.0,204.0,19.0,33.0,135.0,1.0
225.0,29.0,226.0,1974.0,142.0,120.0,3456.0,32.0,2616.0,218.0,242.0,226.0,246.0,1931.0,1052.0,15.0,213.0,333.0,308.0,69.0,1.0
189.0,0.0,164.0,661.0,82.0,570.0,2670.0,7.0,1855.0,182.0,248.0,246.0,230.0,573.0,1842.0,23.0,228.0,222.0,316.0,132.0,0.0
221.0,-20.0,231.0,649.0,61.0,1983.0,3359.0,5.0,1027.0,457.0,226.0,173.0,224.0,1256.0,2496.0,37.0,229.0,321.0,358.0,141.0,1.0
117.0,69.0,211.0,2274.0,11.0,607.0,3141.0,10.0,1867.0,295.0,203.0,206.0,209.0,1530.0,2793.0,25.0,220.0,3.0,98.0,147.0,0.0
203.0,0.0,172.0,4685.0,145.0,5091.0,3379.0,11.0,2791.0,872.0,202.0,229.0,236.0,1739.0,2266.0,140.0,238.0,92.0,96.0,131.0,1.0
178.0,28.0,104.0,2539.0,199.0,4437.0,2755.0,9.0,1208.0,30.0,238.0,233.0,217.0,1698.0,878.0,5.0,248.0,188.0,79.0,165.0,0.0
193.0,1.0,230.0,2850.0,27.0,2262.0,3360.0,4.0,4506.0,67.0,254.0,232.0,218.0,4750.0,4191.0,0.0,230.0,349.0,31.0,149.0,1.0
247.0,3.0,211.0,1507.0,6.0,514.0,3324.0,16.0,4129.0,190.0,227.0,199.0,199.0,1979.0,3994.0,31.0,208.0,12.0,199.0,144.0,1.0
215.0,0.0,199.0,3288.0,1.0,6092.0,3224.0,13.0,2040.0,938.0,226.0,225.0,201.0,5182.0,2249.0,207.0,215.0,223.0,200.0,151.0,1.0
230.0,35.0,220.0,1911.0,58.0,4540.0,3429.0,4.0,1194.0,134.0,179.0,203.0,223.0,1337.0,1020.0,-8.0,230.0,204.0,20.0,143.0,1.0
233.0,47.0,240.0,108.0,2.0,1914.0,3450.0,18.0,4241.0,677.0,205.0,198.0,193.0,124.0,3550.0,250.0,204.0,206.0,46.0,147.0,1.0
179.0,-9.0,241.0,5850.0,197.0,1994.0,2932.0,11.0,5248.0,150.0,244.0,205.0,217.0,4082.0,3495.0,13.0,250.0,122.0,132.0,166.0,0.0
253.0,48.0,240.0,2610.0,14.0,751.0,2808.0,10.0,1638.0,339.0,224.0,227.0,211.0,3439.0,1261.0,35.0,220.0,349.0,98.0,145.0,0.0
