0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.0,5.0,4.0,0.0,0.0,8.0,3.0,0.33000001311302185,4.0,2.0,3.0,1.0,11.0,1.0,0.0,9.0,2.0,24.0,4.670000076293945,522.6599731445312,0.03999999910593033,28.0,0.20999999344348907,29.040000915527344,112.0,0.33000001311302185,2.0,4.0,10.0,0.27000001072883606,12.0,16.0,9.0,7.0,11.0,0.0,9.0,0.0
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.23000000417232513,4.0,2.0,1.0,0.33000001311302185,12.0,1.0,0.0,13.0,1.0,18.540000915527344,16.139999389648438,4839.009765625,0.10000000149011612,63.0,0.05999999865889549,268.8299865722656,299.55999755859375,0.33000001311302185,2.0,4.0,11.0,0.1899999976158142,30.0,33.0,13.0,14.0,16.0,0.0,13.0,0.0
18.0,9.0,1.0,0.0,0.0,12.0,5.0,0.3799999952316284,4.0,3.0,2.0,0.4000000059604645,14.0,5.0,1.0,13.0,2.0,16.540000915527344,12.359999656677246,2527.8701171875,0.07000000029802322,43.0,0.07999999821186066,140.44000244140625,204.4600067138672,1.0,4.0,6.0,11.0,0.1599999964237213,17.0,26.0,11.0,16.0,32.0,0.0,13.0,0.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.4000000059604645,2.0,2.0,2.0,1.0,8.0,1.0,0.0,5.0,0.0,13.670000076293945,5.710000038146973,446.5,0.029999999329447746,20.0,0.18000000715255737,24.809999465942383,78.13999938964844,0.5,1.0,2.0,8.0,0.28999999165534973,10.0,10.0,7.0,8.0,7.0,0.0,5.0,0.0
4.0,3.0,3.0,0.0,0.0,4.0,2.0,0.11999999731779099,2.0,2.0,2.0,1.0,9.0,1.0,0.0,17.0,1.0,27.969999313354492,23.079999923706055,14896.0595703125,0.2199999988079071,139.0,0.03999999910593033,827.5599975585938,645.5,0.5,1.0,2.0,9.0,0.09000000357627869,50.0,89.0,13.0,12.0,22.0,0.0,17.0,0.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33000001311302185,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,13.5,2.0,54.0,0.009999999776482582,9.0,0.5,3.0,27.0,1.0,0.0,0.0,3.0,0.17000000178813934,4.0,5.0,4.0,4.0,6.0,0.0,3.0,1.0
11.0,5.0,3.0,0.0,13.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33000001311302185,12.0,1.0,0.0,12.0,0.0,36.119998931884766,6.389999866485596,1474.260009765625,0.07999999821186066,48.0,0.1599999964237213,81.9000015258789,230.75,0.33000001311302185,2.0,4.0,11.0,0.07999999821186066,23.0,25.0,18.0,10.0,37.0,52.0,12.0,0.0
25.0,9.0,4.0,5.0,17.0,14.0,5.0,0.2199999988079071,6.0,2.3299999237060547,3.0,0.6000000238418579,22.0,3.0,0.5,18.0,1.0,39.880001068115234,13.329999923706055,7090.31982421875,0.18000000715255737,98.0,0.07999999821186066,393.9100036621094,531.77001953125,0.6000000238418579,4.0,7.0,19.0,0.07999999821186066,45.0,53.0,27.0,16.0,66.0,55.0,23.0,0.0
1.0,11.0,1.0,1.0,0.0,16.0,6.0,0.28999999165534973,6.0,2.6700000762939453,2.0,0.33000001311302185,17.0,6.0,1.0,20.0,3.0,21.739999771118164,20.190000534057617,8859.5302734375,0.15000000596046448,87.0,0.05000000074505806,492.20001220703125,438.8599853515625,1.0,5.0,8.0,13.0,0.25999999046325684,38.0,49.0,16.0,17.0,23.0,4.760000228881836,21.0,0.0
6.0,5.0,0.0,1.0,2.0,8.0,3.0,0.14000000059604645,4.0,2.0,1.0,0.33000001311302185,13.0,1.0,0.0,20.0,0.0,51.470001220703125,13.890000343322754,9932.2802734375,0.23999999463558197,143.0,0.07000000029802322,551.7899780273438,715.0,0.33000001311302185,2.0,4.0,12.0,0.10000000149011612,71.0,72.0,23.0,9.0,30.0,13.039999961853027,21.0,0.0
19.0,59.0,3.0,0.0,29.0,116.0,30.0,0.14000000059604645,58.0,2.0,3.0,0.10000000149011612,110.0,1.0,0.0,208.0,4.0,242.69000244140625,36.290000915527344,319607.71875,2.940000057220459,1190.0,0.029999999329447746,17755.98046875,8807.0498046875,0.029999999329447746,29.0,58.0,82.0,0.11999999731779099,573.0,617.0,150.0,19.0,257.0,12.239999771118164,208.0,0.0
6.0,1.0,1.0,0.0,3.0,0.0,1.0,0.17000000178813934,0.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,1.0,23.549999237060547,14.579999923706055,5007.56982421875,0.10999999940395355,77.0,0.07000000029802322,278.20001220703125,343.3800048828125,1.0,0.0,0.0,3.0,0.05999999865889549,35.0,42.0,12.0,10.0,16.0,33.33000183105469,6.0,0.0
5.0,8.0,1.0,0.0,4.0,4.0,6.0,0.25,2.0,2.0,2.0,0.33000001311302185,16.0,1.0,0.0,24.0,1.0,19.950000762939453,12.40999984741211,3072.340087890625,0.07999999821186066,54.0,0.07999999821186066,170.69000244140625,247.58999633789062,0.17000000178813934,1.0,2.0,12.0,0.18000000715255737,21.0,33.0,11.0,13.0,34.0,14.289999961853027,24.0,0.0
24.0,1.0,1.0,0.0,24.0,0.0,1.0,0.05000000074505806,0.0,0.0,1.0,1.0,2.0,1.0,0.0,19.0,0.0,77.94999694824219,9.140000343322754,6513.18994140625,0.23999999463558197,133.0,0.10999999940395355,361.8399963378906,712.5499877929688,1.0,0.0,0.0,3.0,0.009999999776482582,65.0,68.0,32.0,9.0,88.0,55.810001373291016,19.0,0.0
5.0,3.0,1.0,0.0,10.0,4.0,2.0,0.33000001311302185,2.0,2.0,1.0,0.5,7.0,1.0,0.0,6.0,2.0,11.989999771118164,6.670000076293945,533.030029296875,0.029999999329447746,21.0,0.15000000596046448,29.610000610351562,79.94999694824219,0.5,1.0,2.0,7.0,0.09000000357627869,10.0,11.0,6.0,8.0,22.0,62.5,6.0,0.0
4.0,7.0,3.0,0.0,1.0,12.0,4.0,0.25,6.0,2.0,4.0,1.0,14.0,1.0,0.0,16.0,0.0,25.399999618530273,12.789999961853027,4158.08984375,0.10999999940395355,65.0,0.07999999821186066,231.0,325.0,0.25,3.0,6.0,12.0,0.18000000715255737,29.0,36.0,17.0,15.0,22.0,5.880000114440918,16.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09000000357627869,0.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,64.9000015258789,3.5999999046325684,841.0900268554688,0.07999999821186066,55.0,0.2800000011920929,46.72999954223633,233.63999938964844,1.0,0.0,0.0,2.0,0.07999999821186066,27.0,28.0,15.0,4.0,12.0,0.0,11.0,0.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.33000001311302185,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,0.0,16.5,2.0,66.0,0.009999999776482582,11.0,0.5,3.6700000762939453,33.0,0.5,1.0,2.0,7.0,0.2199999988079071,4.0,7.0,4.0,4.0,9.0,0.0,6.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.20000000298023224,0.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,3.0,20.93000030517578,11.279999732971191,2661.56005859375,0.07999999821186066,59.0,0.09000000357627869,147.86000061035156,236.0,1.0,0.0,0.0,6.0,0.12999999523162842,29.0,30.0,9.0,7.0,8.0,0.0,5.0,0.0
2.0,33.0,6.0,2.0,0.0,58.0,17.0,0.4699999988079071,26.0,2.2300000190734863,7.0,0.4099999964237213,68.0,14.0,0.8100000023841858,34.0,1.0,30.559999465942383,37.08000183105469,42020.8515625,0.3799999952316284,196.0,0.029999999329447746,2334.489990234375,1133.1500244140625,0.8199999928474426,16.0,29.0,53.0,0.4399999976158142,89.0,107.0,30.0,25.0,39.0,5.559999942779541,36.0,0.0
12.0,5.0,3.0,2.0,8.0,8.0,3.0,0.23000000417232513,4.0,2.0,2.0,0.6700000166893005,13.0,1.0,0.0,11.0,2.0,31.59000015258789,11.449999809265137,4145.2998046875,0.11999999731779099,68.0,0.09000000357627869,230.2899932861328,361.8900146484375,0.33000001311302185,2.0,4.0,12.0,0.09000000357627869,28.0,40.0,22.0,18.0,34.0,47.619998931884766,13.0,0.0
3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.17000000178813934,2.0,2.0,2.0,1.0,8.0,1.0,0.0,12.0,1.0,19.15999984741211,6.190000057220459,733.4400024414062,0.03999999910593033,29.0,0.1599999964237213,40.75,118.54000091552734,0.5,1.0,2.0,8.0,0.12999999523162842,11.0,18.0,8.0,9.0,16.0,0.0,12.0,0.0
4.0,5.0,3.0,0.0,0.0,8.0,3.0,0.30000001192092896,4.0,2.0,3.0,1.0,11.0,1.0,0.0,10.0,0.0,23.579999923706055,8.569999694824219,1732.449951171875,0.07000000029802322,43.0,0.11999999731779099,96.25,202.1199951171875,0.33000001311302185,2.0,4.0,10.0,0.20000000298023224,20.0,23.0,14.0,12.0,15.0,0.0,10.0,0.0
16.0,13.0,3.0,0.0,10.0,24.0,7.0,0.17000000178813934,12.0,2.0,4.0,0.5699999928474426,29.0,1.0,0.0,41.0,2.0,59.59000015258789,22.799999237060547,30993.009765625,0.44999998807907104,232.0,0.03999999910593033,1721.8299560546875,1359.050048828125,0.14000000059604645,6.0,12.0,24.0,0.10000000149011612,110.0,122.0,41.0,17.0,68.0,19.610000610351562,41.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10000000149011612,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,3.0,17.350000381469727,46.290000915527344,37167.21875,0.27000001072883606,217.0,0.019999999552965164,2064.85009765625,803.0,1.0,0.0,0.0,2.0,0.07999999821186066,108.0,109.0,7.0,6.0,13.0,0.0,10.0,0.0
3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.20000000298023224,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,1.0,19.3700008392334,2.5,121.08000183105469,0.019999999552965164,14.0,0.4000000059604645,6.730000019073486,48.43000030517578,1.0,0.0,0.0,4.0,0.10999999940395355,6.0,8.0,6.0,5.0,9.0,0.0,5.0,0.0
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.6000000238418579,2.0,3.0,1.0,0.33000001311302185,7.0,3.0,1.0,5.0,1.0,13.109999656677246,4.800000190734863,301.9599914550781,0.019999999552965164,17.0,0.20999999344348907,16.780000686645508,62.90999984741211,1.0,2.0,3.0,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33000001311302185,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,1.0,6.0,6.0,216.0,0.009999999776482582,12.0,0.17000000178813934,12.0,36.0,0.5,1.0,2.0,6.0,0.28999999165534973,4.0,8.0,2.0,6.0,7.0,0.0,6.0,0.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.2199999988079071,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,1.0,35.77000045776367,7.0,1752.530029296875,0.07999999821186066,57.0,0.14000000059604645,97.36000061035156,250.36000061035156,0.5,1.0,2.0,5.0,0.18000000715255737,28.0,29.0,14.0,7.0,11.0,0.0,9.0,0.0
18.0,15.0,4.0,2.0,6.0,26.0,8.0,0.17000000178813934,12.0,2.1700000762939453,7.0,0.8799999952316284,37.0,3.0,0.28999999165534973,45.0,0.0,63.61000061035156,27.760000228881836,48997.8515625,0.5899999737739563,289.0,0.03999999910593033,2722.10009765625,1765.3599853515625,0.3799999952316284,7.0,13.0,31.0,0.10999999940395355,136.0,153.0,49.0,20.0,72.0,15.09000015258789,47.0,0.0
10.0,1.0,1.0,1.0,19.0,0.0,1.0,0.17000000178813934,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,12.4399995803833,4.900000095367432,298.6300048828125,0.019999999552965164,17.0,0.20000000298023224,16.59000015258789,60.939998626708984,1.0,0.0,0.0,3.0,0.029999999329447746,7.0,10.0,5.0,7.0,36.0,80.0,6.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33000001311302185,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,12.029999732971191,4.0,192.4199981689453,0.019999999552965164,13.0,0.25,10.6899995803833,48.11000061035156,1.0,0.0,0.0,2.0,0.25,5.0,8.0,5.0,8.0,4.0,0.0,3.0,0.0
8.0,11.0,2.0,0.0,4.0,18.0,6.0,0.18000000715255737,8.0,2.25,4.0,0.6700000166893005,23.0,5.0,0.800000011920929,33.0,2.0,69.47000122070312,9.029999732971191,5659.93994140625,0.20999999344348907,110.0,0.10999999940395355,314.44000244140625,627.0499877929688,0.8299999833106995,5.0,9.0,19.0,0.12999999523162842,49.0,61.0,38.0,14.0,46.0,10.8100004196167,33.0,0.0
12.0,4.0,3.0,1.0,5.0,0.0,3.0,0.1599999964237213,0.0,0.0,3.0,1.0,12.0,1.0,0.0,18.0,2.0,29.479999542236328,10.0,2948.030029296875,0.10000000149011612,62.0,0.10000000149011612,163.77999877929688,294.79998779296875,0.33000001311302185,0.0,0.0,11.0,0.07999999821186066,25.0,37.0,15.0,12.0,37.0,25.0,19.0,0.0
7.0,7.0,3.0,2.0,7.0,12.0,4.0,0.15000000596046448,6.0,2.0,4.0,1.0,15.0,1.0,0.0,24.0,1.0,37.25,27.5,28170.169921875,0.3400000035762787,178.0,0.03999999910593033,1565.010009765625,1024.3599853515625,0.25,3.0,6.0,13.0,0.10000000149011612,80.0,98.0,32.0,22.0,41.0,27.270000457763672,26.0,1.0
0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.12999999523162842,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,15.9399995803833,10.289999961853027,1686.8599853515625,0.05000000074505806,41.0,0.10000000149011612,93.70999908447266,164.0,1.0,0.0,0.0,2.0,0.09000000357627869,16.0,25.0,7.0,9.0,11.0,30.0,8.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.20000000298023224,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,7.400000095367432,5.829999923706055,251.91000366210938,0.009999999776482582,13.0,0.17000000178813934,14.0,43.189998626708984,1.0,0.0,0.0,3.0,0.14000000059604645,5.0,8.0,3.0,7.0,7.0,16.670000076293945,5.0,0.0
14.0,9.0,3.0,1.0,10.0,16.0,5.0,0.2800000011920929,8.0,2.0,2.0,0.4000000059604645,22.0,1.0,0.0,17.0,2.0,35.290000915527344,23.68000030517578,19791.23046875,0.2800000011920929,156.0,0.03999999910593033,1099.510009765625,835.780029296875,0.20000000298023224,4.0,8.0,19.0,0.11999999731779099,74.0,82.0,25.0,16.0,43.0,39.290000915527344,18.0,0.0
0.0,5.0,4.0,0.0,0.0,8.0,3.0,0.23000000417232513,4.0,2.0,3.0,1.0,14.0,1.0,0.0,13.0,1.0,14.279999732971191,9.329999923706055,1243.739990234375,0.03999999910593033,35.0,0.10999999940395355,69.0999984741211,133.25999450683594,0.33000001311302185,2.0,4.0,13.0,0.20999999344348907,14.0,21.0,6.0,8.0,14.0,0.0,13.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.17000000178813934,0.0,0.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,19.229999542236328,5.690000057220459,622.1699829101562,0.03999999910593033,28.0,0.18000000715255737,34.56999969482422,109.38999938964844,1.0,0.0,0.0,6.0,0.12999999523162842,13.0,15.0,8.0,7.0,8.0,0.0,6.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,3.0,3.0,1.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,17.309999465942383,5.5,523.510009765625,0.029999999329447746,25.0,0.18000000715255737,29.079999923706055,95.18000030517578,0.5,1.0,2.0,8.0,0.20000000298023224,11.0,14.0,7.0,7.0,10.0,12.5,8.0,0.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.4300000071525574,4.0,2.0,3.0,1.0,13.0,1.0,0.0,7.0,2.0,24.149999618530273,8.59000015258789,1782.2099609375,0.07000000029802322,48.0,0.11999999731779099,99.01000213623047,207.4499969482422,0.33000001311302185,2.0,4.0,12.0,0.33000001311302185,21.0,27.0,11.0,9.0,9.0,0.0,7.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
4.0,53.0,6.0,0.0,0.0,100.0,27.0,0.4399999976158142,48.0,2.0799999237060547,23.0,0.8500000238418579,124.0,19.0,0.6899999976158142,62.0,2.0,88.95999908447266,33.0,96874.8984375,0.9800000190734863,450.0,0.029999999329447746,5381.93994140625,2935.60009765625,0.699999988079071,26.0,50.0,99.0,0.4000000059604645,210.0,240.0,70.0,22.0,67.0,0.0,62.0,0.0
10.0,1.0,1.0,0.0,21.0,0.0,1.0,0.10999999940395355,0.0,0.0,1.0,1.0,8.0,1.0,0.0,9.0,1.0,48.36000061035156,7.78000020980835,2925.6298828125,0.12999999523162842,81.0,0.12999999523162842,162.52999877929688,376.1499938964844,1.0,0.0,0.0,9.0,0.019999999552965164,40.0,41.0,18.0,7.0,41.0,70.0,9.0,0.0
4.0,13.0,4.0,1.0,4.0,16.0,7.0,0.23000000417232513,4.0,4.0,2.0,0.28999999165534973,22.0,6.0,0.8299999833106995,29.0,1.0,62.470001220703125,19.899999618530273,24732.359375,0.4099999964237213,215.0,0.05000000074505806,1374.02001953125,1242.989990234375,0.8600000143051147,6.0,10.0,17.0,0.18000000715255737,97.0,118.0,39.0,16.0,39.0,14.710000038146973,30.0,1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33000001311302185,2.0,2.0,1.0,0.5,5.0,1.0,0.0,6.0,2.0,10.039999961853027,5.0,250.9499969482422,0.019999999552965164,14.0,0.20000000298023224,13.9399995803833,50.189998626708984,0.5,1.0,2.0,5.0,0.28999999165534973,5.0,9.0,4.0,8.0,7.0,0.0,6.0,0.0
9.0,7.0,3.0,2.0,0.0,8.0,4.0,0.28999999165534973,2.0,4.0,2.0,0.5,12.0,4.0,1.0,12.0,1.0,33.119998931884766,8.0,2119.780029296875,0.09000000357627869,54.0,0.12999999523162842,117.7699966430664,264.9700012207031,1.0,3.0,4.0,10.0,0.17000000178813934,24.0,30.0,18.0,12.0,24.0,14.289999961853027,14.0,0.0
14.0,21.0,3.0,5.0,36.0,36.0,11.0,0.15000000596046448,16.0,2.25,5.0,0.44999998807907104,40.0,5.0,0.4000000059604645,69.0,1.0,84.72000122070312,25.329999923706055,54371.7109375,0.7200000286102295,329.0,0.03999999910593033,3020.64990234375,2146.25,0.44999998807907104,10.0,18.0,31.0,0.09000000357627869,152.0,177.0,69.0,23.0,125.0,37.27000045776367,74.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
13.0,26.0,4.0,1.0,1.0,44.0,14.0,0.30000001192092896,22.0,2.0,11.0,0.7900000214576721,59.0,7.0,0.46000000834465027,45.0,2.0,30.8700008392334,42.619998931884766,56084.2890625,0.4399999976158142,221.0,0.019999999552965164,3115.7900390625,1315.8800048828125,0.5,11.0,22.0,47.0,0.23000000417232513,97.0,124.0,33.0,29.0,61.0,4.260000228881836,46.0,0.0
16.0,11.0,5.0,1.0,17.0,20.0,6.0,0.18000000715255737,10.0,2.0,2.0,0.33000001311302185,30.0,1.0,0.0,32.0,3.0,32.61000061035156,64.33000183105469,135012.09375,0.699999988079071,363.0,0.019999999552965164,7500.669921875,2098.6298828125,0.17000000178813934,5.0,10.0,26.0,0.09000000357627869,193.0,170.0,33.0,22.0,67.0,36.0,33.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,7.860000133514404,2.5,49.130001068115234,0.009999999776482582,7.0,0.4000000059604645,2.7300000190734863,19.649999618530273,1.0,0.0,0.0,2.0,0.20000000298023224,2.0,5.0,2.0,5.0,5.0,0.0,4.0,0.0
9.0,13.0,3.0,0.0,2.0,24.0,7.0,0.25999999046325684,12.0,2.0,3.0,0.4300000071525574,26.0,3.0,0.33000001311302185,27.0,0.0,22.1299991607666,13.390000343322754,3968.800048828125,0.10000000149011612,61.0,0.07000000029802322,220.49000549316406,296.3399963378906,0.4300000071525574,6.0,12.0,21.0,0.18000000715255737,25.0,36.0,14.0,15.0,38.0,6.900000095367432,27.0,0.0
4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,15.850000381469727,2.4000000953674316,91.29000091552734,0.009999999776482582,12.0,0.41999998688697815,5.070000171661377,38.040000915527344,1.0,0.0,0.0,4.0,0.10999999940395355,6.0,6.0,5.0,4.0,9.0,0.0,4.0,0.0
3.0,25.0,0.0,0.0,0.0,34.0,14.0,0.5600000023841858,14.0,2.430000066757202,1.0,0.07000000029802322,45.0,10.0,0.6899999976158142,25.0,3.0,27.200000762939453,31.110000610351562,26315.66015625,0.2800000011920929,147.0,0.029999999329447746,1461.97998046875,845.969970703125,0.7099999785423279,10.0,17.0,33.0,0.47999998927116394,67.0,80.0,28.0,26.0,29.0,0.0,25.0,0.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.11999999731779099,2.0,2.0,1.0,0.5,6.0,1.0,0.0,17.0,4.0,19.850000381469727,16.81999969482422,5614.18017578125,0.10999999940395355,76.0,0.05999999865889549,311.8999938964844,333.82000732421875,0.5,1.0,2.0,6.0,0.10999999940395355,37.0,39.0,11.0,10.0,19.0,0.0,17.0,0.0
1.0,7.0,0.0,1.0,1.0,10.0,4.0,0.28999999165534973,4.0,2.5,1.0,0.25,12.0,3.0,0.6700000166893005,13.0,1.0,22.43000030517578,10.079999923706055,2280.6298828125,0.07999999821186066,50.0,0.10000000149011612,126.69999694824219,226.17999267578125,0.75,3.0,5.0,10.0,0.23999999463558197,22.0,28.0,12.0,11.0,17.0,13.329999923706055,14.0,0.0
