0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,282.0,132.0,1.0,7.0,3.0,106.0,1.0,1.0,7.0,1.0,1.0,1.0,164.0,1.0
0.0,280.0,73.0,1.0,13.0,3.0,123.0,1.0,1.0,3.0,1.0,1.0,155.0,178.0,1.0
1.0,78.0,1.0,1.0,12.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,71.0,46.0,0.0,5.0,3.0,15.0,0.0,0.0,1.0,1.0,1.0,38.0,42.0,0.0
1.0,115.0,37.0,1.0,13.0,6.0,31.0,1.0,0.0,1.0,0.0,1.0,1.0,216.0,1.0
1.0,338.0,18.0,1.0,7.0,3.0,16.0,1.0,1.0,4.0,1.0,1.0,63.0,1.0,0.0
1.0,84.0,14.0,0.0,7.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,40.0,7.0,0.0
0.0,50.0,156.0,1.0,10.0,3.0,19.0,1.0,1.0,3.0,1.0,1.0,14.0,1.0,1.0
0.0,90.0,52.0,0.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,43.0,1.0,0.0
1.0,8.0,2.0,1.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.0,141.0,55.0,0.0,9.0,6.0,47.0,0.0,0.0,1.0,0.0,1.0,91.0,18.0,0.0
0.0,308.0,196.0,1.0,7.0,3.0,93.0,1.0,1.0,15.0,0.0,1.0,1.0,188.0,1.0
1.0,173.0,82.0,1.0,3.0,3.0,14.0,0.0,0.0,1.0,1.0,1.0,84.0,1.0,0.0
1.0,53.0,90.0,0.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,45.0,50.0,0.0
1.0,129.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,76.0,185.0,0.0
1.0,34.0,52.0,0.0,7.0,3.0,54.0,0.0,0.0,1.0,1.0,1.0,36.0,7.0,0.0
1.0,123.0,78.0,0.0,10.0,6.0,87.0,0.0,1.0,3.0,1.0,1.0,119.0,2.0,0.0
1.0,126.0,46.0,1.0,8.0,3.0,47.0,1.0,1.0,12.0,1.0,1.0,140.0,30.0,1.0
1.0,239.0,119.0,1.0,5.0,4.0,73.0,1.0,1.0,2.0,0.0,1.0,1.0,115.0,1.0
0.0,216.0,66.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,92.0,86.0,0.0
1.0,257.0,101.0,0.0,8.0,3.0,69.0,1.0,0.0,1.0,1.0,1.0,16.0,173.0,1.0
1.0,321.0,177.0,1.0,6.0,3.0,31.0,1.0,1.0,5.0,1.0,1.0,69.0,1.0,1.0
1.0,262.0,102.0,1.0,2.0,4.0,52.0,0.0,0.0,1.0,1.0,1.0,46.0,1.0,0.0
0.0,84.0,25.0,1.0,8.0,3.0,7.0,0.0,1.0,2.0,1.0,1.0,86.0,5.0,0.0
1.0,28.0,55.0,1.0,2.0,3.0,37.0,1.0,1.0,3.0,0.0,1.0,38.0,94.0,1.0
0.0,243.0,82.0,1.0,2.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,170.0,1.0,0.0
0.0,90.0,17.0,1.0,10.0,6.0,37.0,1.0,0.0,1.0,0.0,1.0,98.0,141.0,1.0
1.0,253.0,149.0,1.0,13.0,6.0,107.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,1.0
0.0,38.0,6.0,1.0,10.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,124.0,1.0,0.0
1.0,58.0,169.0,1.0,2.0,3.0,14.0,1.0,0.0,1.0,1.0,1.0,32.0,43.0,0.0
1.0,160.0,71.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,61.0,64.0,0.0
1.0,120.0,48.0,1.0,12.0,6.0,44.0,1.0,1.0,13.0,1.0,1.0,160.0,131.0,1.0
1.0,290.0,214.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,152.0,43.0,1.0,8.0,6.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,29.0,0.0
1.0,140.0,40.0,1.0,8.0,3.0,43.0,0.0,0.0,1.0,0.0,1.0,69.0,1.0,0.0
1.0,130.0,103.0,0.0,7.0,4.0,37.0,1.0,1.0,9.0,1.0,1.0,47.0,8.0,1.0
1.0,240.0,208.0,1.0,9.0,7.0,131.0,1.0,1.0,12.0,0.0,1.0,1.0,158.0,1.0
1.0,211.0,92.0,1.0,10.0,3.0,73.0,0.0,0.0,1.0,0.0,1.0,144.0,36.0,0.0
1.0,102.0,12.0,1.0,3.0,6.0,73.0,0.0,0.0,1.0,1.0,1.0,111.0,1.0,0.0
1.0,145.0,82.0,1.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,76.0,1.0,0.0
1.0,77.0,1.0,1.0,3.0,3.0,26.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0
0.0,171.0,45.0,1.0,8.0,3.0,28.0,1.0,1.0,17.0,0.0,1.0,38.0,184.0,1.0
1.0,97.0,82.0,1.0,12.0,3.0,17.0,1.0,1.0,8.0,0.0,1.0,1.0,223.0,1.0
0.0,200.0,85.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,77.0,0.0
0.0,29.0,151.0,1.0,1.0,3.0,11.0,0.0,0.0,1.0,0.0,1.0,24.0,34.0,0.0
1.0,238.0,102.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,158.0,1.0,0.0
1.0,81.0,33.0,1.0,7.0,3.0,14.0,0.0,0.0,1.0,1.0,0.0,98.0,1.0,0.0
1.0,219.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,65.0,1.0,1.0
0.0,92.0,189.0,1.0,10.0,6.0,37.0,0.0,0.0,1.0,0.0,1.0,98.0,2.0,0.0
0.0,276.0,185.0,1.0,2.0,4.0,89.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
1.0,190.0,106.0,1.0,8.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,100.0,7.0,1.0
1.0,66.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,32.0,1.0,0.0
1.0,125.0,41.0,1.0,3.0,6.0,7.0,0.0,0.0,1.0,1.0,0.0,45.0,1.0,0.0
1.0,258.0,89.0,1.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,34.0,50.0,0.0
1.0,135.0,193.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,93.0,0.0
1.0,208.0,102.0,1.0,7.0,4.0,58.0,1.0,1.0,7.0,0.0,1.0,1.0,104.0,1.0
0.0,24.0,151.0,0.0,10.0,6.0,5.0,0.0,0.0,1.0,0.0,1.0,111.0,1.0,0.0
1.0,55.0,46.0,1.0,8.0,3.0,37.0,0.0,0.0,1.0,0.0,1.0,49.0,9.0,1.0
0.0,228.0,50.0,1.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,106.0,0.0
1.0,167.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,15.0,144.0,1.0,5.0,3.0,43.0,0.0,1.0,11.0,1.0,1.0,1.0,11.0,0.0
0.0,47.0,29.0,1.0,10.0,3.0,39.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
0.0,230.0,87.0,1.0,7.0,3.0,65.0,0.0,0.0,1.0,0.0,1.0,149.0,1.0,0.0
1.0,226.0,9.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,98.0,1.0,1.0
1.0,124.0,190.0,1.0,8.0,3.0,95.0,1.0,0.0,1.0,1.0,1.0,150.0,115.0,1.0
1.0,125.0,20.0,0.0,12.0,3.0,7.0,1.0,1.0,3.0,0.0,1.0,92.0,115.0,1.0
1.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,13.0,2.0,0.0
0.0,95.0,30.0,1.0,13.0,6.0,27.0,1.0,0.0,1.0,1.0,1.0,53.0,220.0,1.0
1.0,124.0,55.0,1.0,13.0,6.0,26.0,1.0,1.0,5.0,0.0,1.0,45.0,224.0,1.0
1.0,67.0,139.0,1.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,295.0,188.0,1.0,3.0,6.0,110.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,173.0,66.0,1.0,7.0,3.0,31.0,0.0,0.0,1.0,1.0,1.0,98.0,1.0,0.0
1.0,222.0,154.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,0.0
1.0,279.0,119.0,1.0,7.0,3.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,82.0,0.0
1.0,126.0,87.0,0.0,2.0,6.0,95.0,1.0,1.0,3.0,1.0,1.0,22.0,1.0,0.0
0.0,204.0,31.0,1.0,5.0,3.0,20.0,1.0,1.0,5.0,0.0,1.0,1.0,175.0,1.0
1.0,184.0,10.0,1.0,2.0,4.0,76.0,0.0,0.0,1.0,1.0,0.0,136.0,1.0,0.0
1.0,189.0,3.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,98.0,180.0,1.0
0.0,50.0,158.0,1.0,12.0,6.0,9.0,1.0,1.0,2.0,1.0,1.0,24.0,36.0,1.0
1.0,181.0,33.0,1.0,13.0,3.0,20.0,1.0,1.0,8.0,1.0,1.0,111.0,207.0,1.0
1.0,73.0,164.0,1.0,10.0,3.0,58.0,1.0,1.0,8.0,1.0,1.0,32.0,140.0,1.0
1.0,290.0,136.0,1.0,7.0,6.0,119.0,1.0,1.0,10.0,0.0,1.0,64.0,177.0,1.0
1.0,242.0,102.0,1.0,7.0,3.0,85.0,1.0,1.0,8.0,0.0,1.0,1.0,201.0,1.0
1.0,49.0,29.0,0.0,7.0,3.0,47.0,0.0,0.0,1.0,1.0,0.0,86.0,1.0,0.0
0.0,227.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,1.0,0.0
0.0,323.0,205.0,1.0,7.0,3.0,93.0,1.0,1.0,8.0,0.0,1.0,1.0,200.0,1.0
0.0,160.0,85.0,1.0,12.0,6.0,17.0,1.0,1.0,10.0,1.0,1.0,64.0,1.0,1.0
1.0,64.0,27.0,1.0,8.0,3.0,8.0,0.0,1.0,2.0,0.0,1.0,136.0,91.0,0.0
0.0,327.0,151.0,1.0,10.0,3.0,76.0,1.0,1.0,15.0,0.0,1.0,1.0,176.0,1.0
1.0,137.0,13.0,1.0,7.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,0.0
0.0,273.0,87.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,32.0,148.0,1.0
1.0,52.0,73.0,0.0,1.0,3.0,28.0,1.0,1.0,9.0,1.0,1.0,53.0,2.0,1.0
0.0,92.0,180.0,1.0,5.0,3.0,37.0,1.0,1.0,13.0,1.0,1.0,38.0,121.0,1.0
0.0,51.0,17.0,0.0,9.0,1.0,26.0,0.0,0.0,1.0,0.0,1.0,92.0,1.0,0.0
1.0,91.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,65.0,1.0,0.0
0.0,112.0,69.0,0.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0
1.0,244.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,42.0,2.0,0.0
0.0,223.0,93.0,1.0,7.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,0.0
1.0,39.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,114.0,137.0,0.0
1.0,232.0,144.0,1.0,6.0,3.0,99.0,1.0,1.0,15.0,0.0,1.0,86.0,211.0,1.0
1.0,104.0,17.0,1.0,7.0,3.0,36.0,1.0,1.0,6.0,1.0,1.0,106.0,1.0,1.0
0.0,274.0,73.0,1.0,7.0,3.0,55.0,1.0,1.0,9.0,1.0,1.0,129.0,208.0,1.0
1.0,40.0,151.0,0.0,3.0,6.0,23.0,1.0,0.0,1.0,1.0,1.0,45.0,1.0,0.0
0.0,67.0,40.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,1.0,98.0,1.0,0.0
1.0,32.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,63.0,2.0,0.0
1.0,339.0,206.0,1.0,13.0,6.0,129.0,1.0,1.0,10.0,1.0,1.0,1.0,150.0,1.0
0.0,11.0,40.0,1.0,10.0,3.0,7.0,0.0,1.0,2.0,0.0,1.0,34.0,48.0,0.0
0.0,343.0,196.0,1.0,9.0,7.0,1.0,1.0,1.0,15.0,0.0,1.0,1.0,204.0,1.0
1.0,349.0,210.0,1.0,9.0,7.0,120.0,1.0,1.0,2.0,1.0,1.0,1.0,53.0,1.0
0.0,5.0,72.0,1.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,38.0,1.0,0.0
1.0,197.0,87.0,1.0,1.0,4.0,119.0,1.0,0.0,1.0,1.0,1.0,65.0,1.0,0.0
0.0,280.0,132.0,1.0,9.0,4.0,99.0,1.0,1.0,7.0,0.0,1.0,123.0,239.0,1.0
1.0,78.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,65.0,1.0,1.0
1.0,270.0,46.0,1.0,7.0,3.0,58.0,1.0,0.0,1.0,1.0,1.0,45.0,1.0,0.0
1.0,2.0,123.0,1.0,9.0,3.0,26.0,0.0,0.0,1.0,0.0,1.0,161.0,1.0,0.0
1.0,32.0,14.0,0.0,7.0,3.0,5.0,0.0,1.0,2.0,0.0,1.0,69.0,2.0,0.0
1.0,307.0,119.0,1.0,3.0,3.0,98.0,1.0,1.0,16.0,0.0,1.0,1.0,231.0,1.0
1.0,35.0,1.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,152.0,2.0,1.0
1.0,22.0,6.0,1.0,10.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,69.0,32.0,1.0
1.0,218.0,29.0,1.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,38.0,6.0,0.0
1.0,72.0,48.0,0.0,8.0,3.0,67.0,1.0,1.0,7.0,0.0,1.0,24.0,1.0,1.0
1.0,283.0,91.0,1.0,13.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,156.0,1.0,0.0
1.0,189.0,66.0,1.0,7.0,3.0,26.0,0.0,0.0,1.0,0.0,1.0,146.0,17.0,0.0
0.0,180.0,49.0,1.0,1.0,3.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,261.0,13.0,0.0,7.0,3.0,10.0,1.0,1.0,9.0,1.0,1.0,102.0,70.0,1.0
1.0,193.0,88.0,0.0,2.0,4.0,110.0,1.0,1.0,8.0,1.0,1.0,68.0,1.0,1.0
1.0,258.0,73.0,1.0,2.0,4.0,26.0,1.0,0.0,1.0,0.0,1.0,1.0,77.0,0.0
1.0,25.0,6.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,98.0,1.0,0.0
1.0,77.0,66.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,32.0,209.0,0.0
0.0,70.0,135.0,0.0,13.0,3.0,57.0,0.0,0.0,1.0,0.0,1.0,55.0,1.0,1.0
1.0,21.0,8.0,1.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,98.0,135.0,0.0
1.0,27.0,159.0,0.0,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,38.0,105.0,0.0
0.0,124.0,46.0,1.0,6.0,3.0,47.0,1.0,0.0,1.0,0.0,0.0,118.0,1.0,0.0
0.0,33.0,141.0,0.0,7.0,3.0,26.0,1.0,1.0,5.0,1.0,1.0,24.0,115.0,1.0
1.0,72.0,26.0,1.0,2.0,3.0,39.0,0.0,1.0,2.0,1.0,1.0,131.0,10.0,0.0
1.0,336.0,183.0,0.0,7.0,6.0,85.0,1.0,0.0,1.0,0.0,1.0,36.0,1.0,0.0
0.0,82.0,139.0,1.0,10.0,3.0,110.0,1.0,1.0,6.0,1.0,1.0,38.0,1.0,1.0
1.0,201.0,77.0,1.0,13.0,6.0,74.0,1.0,0.0,1.0,1.0,1.0,163.0,1.0,0.0
0.0,322.0,92.0,0.0,0.0,0.0,85.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0
0.0,309.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,26.0,0.0
1.0,246.0,88.0,1.0,12.0,6.0,101.0,1.0,1.0,9.0,0.0,1.0,107.0,1.0,1.0
1.0,255.0,103.0,1.0,10.0,6.0,120.0,1.0,0.0,1.0,1.0,1.0,27.0,1.0,1.0
1.0,246.0,40.0,0.0,8.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,75.0,0.0
0.0,186.0,26.0,1.0,3.0,4.0,26.0,1.0,1.0,4.0,1.0,1.0,75.0,1.0,0.0
1.0,103.0,180.0,1.0,12.0,3.0,30.0,1.0,1.0,23.0,1.0,1.0,45.0,89.0,1.0
1.0,88.0,120.0,0.0,1.0,3.0,93.0,1.0,0.0,1.0,1.0,0.0,32.0,1.0,1.0
1.0,80.0,171.0,0.0,8.0,3.0,23.0,1.0,0.0,1.0,1.0,1.0,53.0,94.0,1.0
1.0,155.0,66.0,1.0,12.0,6.0,52.0,0.0,0.0,1.0,1.0,0.0,111.0,1.0,0.0
1.0,215.0,87.0,1.0,7.0,4.0,85.0,1.0,0.0,1.0,1.0,0.0,98.0,1.0,0.0
1.0,110.0,47.0,1.0,8.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,32.0,1.0,0.0
0.0,144.0,22.0,1.0,8.0,3.0,7.0,0.0,0.0,1.0,1.0,1.0,102.0,1.0,0.0
0.0,76.0,54.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,69.0,37.0,0.0
1.0,14.0,73.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,53.0,32.0,0.0
1.0,139.0,195.0,1.0,5.0,3.0,86.0,1.0,1.0,6.0,1.0,1.0,57.0,1.0,1.0
0.0,134.0,83.0,1.0,2.0,4.0,14.0,1.0,0.0,1.0,1.0,1.0,59.0,1.0,0.0
1.0,194.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,65.0,1.0,0.0
1.0,81.0,20.0,1.0,7.0,6.0,3.0,1.0,0.0,1.0,0.0,1.0,63.0,1.0,0.0
1.0,95.0,167.0,1.0,7.0,3.0,58.0,1.0,1.0,18.0,0.0,1.0,69.0,159.0,1.0
0.0,31.0,127.0,1.0,10.0,3.0,62.0,1.0,1.0,6.0,0.0,1.0,65.0,236.0,1.0
1.0,13.0,10.0,1.0,10.0,3.0,9.0,0.0,1.0,5.0,0.0,1.0,53.0,9.0,0.0
0.0,7.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,53.0,59.0,0.0
1.0,178.0,66.0,1.0,5.0,3.0,43.0,0.0,1.0,3.0,1.0,1.0,165.0,1.0,0.0
0.0,46.0,151.0,1.0,7.0,6.0,26.0,1.0,1.0,5.0,0.0,1.0,15.0,174.0,1.0
0.0,61.0,52.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,0.0
1.0,181.0,34.0,1.0,11.0,6.0,99.0,1.0,0.0,1.0,1.0,1.0,55.0,237.0,1.0
0.0,99.0,57.0,1.0,7.0,6.0,63.0,1.0,0.0,1.0,1.0,1.0,117.0,2.0,0.0
0.0,92.0,73.0,1.0,10.0,6.0,44.0,1.0,1.0,19.0,0.0,1.0,1.0,115.0,1.0
1.0,157.0,1.0,1.0,8.0,3.0,31.0,1.0,1.0,2.0,0.0,1.0,70.0,1.0,1.0
1.0,50.0,104.0,0.0,4.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,45.0,74.0,0.0
0.0,241.0,133.0,0.0,3.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,65.0,19.0,0.0
1.0,140.0,40.0,1.0,7.0,6.0,7.0,0.0,1.0,3.0,1.0,1.0,131.0,52.0,0.0
1.0,244.0,17.0,0.0,6.0,3.0,14.0,0.0,0.0,1.0,1.0,1.0,42.0,1.0,0.0
0.0,141.0,16.0,1.0,3.0,3.0,15.0,1.0,1.0,5.0,0.0,1.0,124.0,115.0,1.0
1.0,312.0,17.0,0.0,3.0,6.0,75.0,1.0,0.0,1.0,0.0,1.0,63.0,95.0,1.0
1.0,188.0,109.0,0.0,7.0,3.0,37.0,0.0,0.0,1.0,1.0,1.0,18.0,1.0,0.0
1.0,95.0,175.0,1.0,3.0,3.0,52.0,1.0,1.0,3.0,1.0,1.0,38.0,6.0,0.0
0.0,113.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,63.0,41.0,0.0
0.0,180.0,97.0,1.0,10.0,6.0,40.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0
1.0,185.0,59.0,1.0,7.0,3.0,37.0,0.0,0.0,1.0,0.0,2.0,38.0,1.0,0.0
1.0,207.0,109.0,1.0,2.0,4.0,85.0,0.0,0.0,1.0,0.0,1.0,73.0,129.0,0.0
1.0,38.0,11.0,1.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,98.0,103.0,0.0
1.0,87.0,30.0,1.0,10.0,3.0,83.0,1.0,1.0,3.0,1.0,1.0,156.0,180.0,1.0
0.0,153.0,119.0,1.0,7.0,4.0,76.0,1.0,1.0,8.0,1.0,1.0,1.0,201.0,1.0
1.0,42.0,123.0,1.0,7.0,3.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.0,99.0,19.0,1.0,7.0,3.0,8.0,1.0,1.0,8.0,1.0,1.0,30.0,214.0,1.0
1.0,142.0,99.0,1.0,6.0,3.0,47.0,0.0,1.0,2.0,1.0,1.0,146.0,43.0,0.0
1.0,262.0,61.0,1.0,2.0,4.0,20.0,1.0,0.0,1.0,0.0,1.0,159.0,1.0,0.0
1.0,136.0,38.0,1.0,3.0,3.0,14.0,1.0,0.0,1.0,0.0,0.0,98.0,1.0,0.0
1.0,163.0,73.0,0.0,2.0,4.0,101.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
1.0,45.0,150.0,1.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,269.0,136.0,1.0,12.0,6.0,124.0,1.0,1.0,2.0,1.0,1.0,26.0,180.0,1.0
0.0,74.0,62.0,1.0,10.0,6.0,53.0,1.0,1.0,8.0,1.0,1.0,45.0,193.0,1.0
0.0,49.0,73.0,1.0,10.0,3.0,5.0,1.0,1.0,4.0,0.0,1.0,32.0,7.0,1.0
1.0,126.0,46.0,1.0,8.0,3.0,52.0,0.0,1.0,2.0,1.0,1.0,32.0,4.0,0.0
