0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
11.0,1.0,1.0,1.0,22.0,76.11000061035156,0.30000001192092896,3.3299999237060547,22.829999923706055,253.69000244140625,0.029999999329447746,14.09000015258789,6.0,1.0,2.0,0.0,5.0,6.0,14.0,8.0,1.0,1.0
69.0,10.0,1.0,10.0,199.0,1059.06005859375,0.03999999910593033,25.0,42.36000061035156,26476.58984375,0.3499999940395355,1470.9200439453125,54.0,7.0,6.0,0.0,16.0,24.0,124.0,75.0,19.0,1.0
39.0,5.0,3.0,5.0,86.0,430.0,0.09000000357627869,11.670000076293945,36.86000061035156,5016.669921875,0.14000000059604645,278.70001220703125,33.0,1.0,1.0,0.0,14.0,18.0,56.0,30.0,8.0,1.0
53.0,5.0,1.0,5.0,113.0,579.6099853515625,0.10000000149011612,9.649999618530273,60.04999923706055,5594.490234375,0.1899999976158142,310.79998779296875,47.0,0.0,0.0,0.0,12.0,23.0,76.0,37.0,8.0,1.0
52.0,5.0,1.0,5.0,107.0,544.3599853515625,0.10000000149011612,9.819999694824219,55.439998626708984,5344.60986328125,0.18000000715255737,296.9200134277344,46.0,0.0,1.0,0.0,12.0,22.0,71.0,36.0,8.0,1.0
30.0,2.0,1.0,2.0,74.0,330.0,0.07999999821186066,12.5,26.399999618530273,4124.97021484375,0.10999999940395355,229.1699981689453,24.0,2.0,2.0,0.0,10.0,12.0,44.0,30.0,3.0,1.0
27.0,3.0,1.0,3.0,77.0,394.95001220703125,0.14000000059604645,7.099999904632568,55.59000015258789,2805.820068359375,0.12999999523162842,155.8800048828125,22.0,0.0,3.0,0.0,11.0,24.0,46.0,31.0,5.0,1.0
47.0,7.0,1.0,6.0,105.0,525.0,0.07999999821186066,12.050000190734863,43.58000183105469,6323.85986328125,0.18000000715255737,351.3299865722656,43.0,0.0,2.0,0.0,10.0,22.0,52.0,53.0,13.0,1.0
49.0,7.0,1.0,6.0,110.0,554.8800048828125,0.07999999821186066,12.170000076293945,45.58000183105469,6755.10009765625,0.18000000715255737,375.2799987792969,44.0,0.0,3.0,0.0,10.0,23.0,54.0,56.0,13.0,1.0
7.0,1.0,1.0,1.0,14.0,50.189998626708984,0.33000001311302185,3.0,16.729999542236328,150.57000732421875,0.019999999552965164,8.359999656677246,4.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,1.0
66.0,12.0,5.0,12.0,177.0,922.0700073242188,0.05000000074505806,20.450000762939453,45.08000183105469,18860.58984375,0.3100000023841858,1047.81005859375,55.0,4.0,5.0,0.0,15.0,22.0,117.0,60.0,23.0,1.0
14.0,1.0,1.0,1.0,29.0,118.54000091552734,0.18000000715255737,5.630000114440918,21.06999969482422,666.77001953125,0.03999999910593033,37.040000915527344,7.0,2.0,2.0,0.0,9.0,8.0,19.0,10.0,1.0,1.0
29.0,3.0,1.0,3.0,64.0,300.8299865722656,0.10999999940395355,9.170000076293945,32.81999969482422,2757.590087890625,0.10000000149011612,153.1999969482422,25.0,0.0,1.0,0.0,11.0,15.0,39.0,25.0,5.0,1.0
6.0,1.0,1.0,1.0,14.0,48.43000030517578,0.4000000059604645,2.5,19.3700008392334,121.08000183105469,0.019999999552965164,6.730000019073486,4.0,0.0,0.0,0.0,5.0,6.0,8.0,6.0,1.0,1.0
12.0,1.0,1.0,1.0,36.0,140.64999389648438,0.1899999976158142,5.25,26.790000915527344,738.4000244140625,0.05000000074505806,41.02000045776367,9.0,0.0,0.0,0.0,7.0,8.0,24.0,12.0,1.0,1.0
38.0,7.0,1.0,7.0,119.0,583.9199829101562,0.05999999865889549,16.0,36.4900016784668,9342.7197265625,0.1899999976158142,519.030029296875,30.0,0.0,6.0,0.0,12.0,18.0,71.0,48.0,13.0,1.0
132.0,16.0,11.0,13.0,322.0,2052.760009765625,0.029999999329447746,29.649999618530273,69.23999786376953,60862.609375,0.6800000071525574,3381.260009765625,101.0,7.0,22.0,0.0,26.0,57.0,192.0,130.0,31.0,1.0
26.0,4.0,1.0,4.0,81.0,418.760009765625,0.07999999821186066,11.789999961853027,35.529998779296875,4935.43017578125,0.14000000059604645,274.19000244140625,24.0,0.0,0.0,0.0,15.0,21.0,48.0,33.0,7.0,1.0
56.0,5.0,1.0,4.0,178.0,988.719970703125,0.07999999821186066,13.1899995803833,74.94999694824219,13042.33984375,0.33000001311302185,724.5700073242188,48.0,1.0,5.0,0.0,13.0,34.0,109.0,69.0,9.0,1.0
21.0,1.0,1.0,1.0,76.0,365.3599853515625,0.1599999964237213,6.199999809265137,58.93000030517578,2265.22998046875,0.11999999731779099,125.8499984741211,14.0,0.0,0.0,0.0,8.0,20.0,45.0,31.0,1.0,1.0
43.0,6.0,5.0,5.0,95.0,508.9700012207031,0.05000000074505806,18.899999618530273,26.93000030517578,9619.48046875,0.17000000178813934,534.4199829101562,30.0,0.0,10.0,0.0,21.0,20.0,59.0,36.0,11.0,1.0
12.0,4.0,1.0,2.0,44.0,199.0399932861328,0.10000000149011612,9.819999694824219,20.270000457763672,1954.1800537109375,0.07000000029802322,108.56999969482422,10.0,0.0,0.0,0.0,12.0,11.0,26.0,18.0,7.0,1.0
11.0,1.0,1.0,1.0,26.0,98.98999786376953,0.17000000178813934,6.0,16.5,593.9500122070312,0.029999999329447746,33.0,8.0,0.0,1.0,0.0,8.0,6.0,17.0,9.0,1.0,1.0
26.0,2.0,1.0,2.0,68.0,319.6300048828125,0.14000000059604645,7.150000095367432,44.720001220703125,2284.409912109375,0.10999999940395355,126.91000366210938,21.0,0.0,3.0,0.0,9.0,17.0,41.0,27.0,3.0,1.0
80.0,11.0,1.0,11.0,274.0,1637.77001953125,0.029999999329447746,28.709999084472656,57.04999923706055,47016.12109375,0.550000011920929,2612.010009765625,66.0,2.0,10.0,0.0,22.0,41.0,167.0,107.0,21.0,1.0
63.0,8.0,1.0,8.0,185.0,1069.550048828125,0.03999999910593033,24.329999923706055,43.95000076293945,26025.75,0.36000001430511475,1445.8800048828125,52.0,2.0,7.0,0.0,22.0,33.0,112.0,73.0,15.0,1.0
10.0,2.0,1.0,2.0,23.0,87.56999969482422,0.07999999821186066,12.829999923706055,6.820000171661377,1123.800048828125,0.029999999329447746,62.43000030517578,8.0,0.0,0.0,0.0,11.0,3.0,16.0,7.0,3.0,1.0
9.0,2.0,1.0,1.0,31.0,129.27000427246094,0.18000000715255737,5.599999904632568,23.079999923706055,723.9000244140625,0.03999999910593033,40.220001220703125,6.0,0.0,0.0,0.0,8.0,10.0,17.0,14.0,3.0,1.0
35.0,5.0,1.0,4.0,89.0,448.95001220703125,0.05000000074505806,20.399999618530273,22.010000228881836,9158.599609375,0.15000000596046448,508.80999755859375,29.0,1.0,3.0,0.0,18.0,15.0,55.0,34.0,9.0,1.0
9.0,1.0,1.0,1.0,25.0,92.51000213623047,0.4000000059604645,2.5,37.0,231.27999877929688,0.029999999329447746,12.850000381469727,7.0,0.0,0.0,0.0,5.0,8.0,17.0,8.0,1.0,1.0
16.0,2.0,1.0,2.0,35.0,136.74000549316406,0.07000000029802322,13.75,9.9399995803833,1880.18994140625,0.05000000074505806,104.45999908447266,11.0,0.0,1.0,2.0,11.0,4.0,25.0,10.0,3.0,1.0
5.0,1.0,1.0,1.0,10.0,28.06999969482422,0.27000001072883606,3.75,7.489999771118164,105.27999877929688,0.009999999776482582,5.849999904632568,3.0,0.0,0.0,0.0,5.0,2.0,7.0,3.0,1.0,1.0
16.0,1.0,1.0,1.0,28.0,109.38999938964844,0.2199999988079071,4.570000171661377,23.93000030517578,500.0799865722656,0.03999999910593033,27.780000686645508,11.0,1.0,1.0,0.0,8.0,7.0,20.0,8.0,3.0,1.0
4.0,1.0,1.0,1.0,7.0,19.649999618530273,0.33000001311302185,3.0,6.550000190734863,58.95000076293945,0.009999999776482582,3.2799999713897705,2.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,1.0,1.0
12.0,2.0,1.0,2.0,24.0,88.80999755859375,0.28999999165534973,3.430000066757202,25.899999618530273,304.489990234375,0.029999999329447746,16.920000076293945,8.0,2.0,0.0,0.0,6.0,7.0,16.0,8.0,3.0,1.0
8.0,2.0,1.0,1.0,20.0,74.01000213623047,0.1899999976158142,5.25,14.100000381469727,388.54998779296875,0.019999999552965164,21.59000015258789,5.0,0.0,0.0,0.0,7.0,6.0,11.0,9.0,3.0,1.0
4.0,1.0,1.0,1.0,5.0,11.609999656677246,0.5,2.0,5.800000190734863,23.219999313354492,0.0,1.2899999618530273,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0
14.0,2.0,1.0,2.0,29.0,120.93000030517578,0.15000000596046448,6.869999885559082,17.59000015258789,831.3800048828125,0.03999999910593033,46.189998626708984,11.0,1.0,0.0,0.0,10.0,8.0,18.0,11.0,3.0,1.0
56.0,3.0,1.0,2.0,101.0,537.510009765625,0.12999999523162842,7.5,71.66999816894531,4031.360107421875,0.18000000715255737,223.9600067138672,33.0,5.0,14.0,0.0,10.0,30.0,56.0,45.0,5.0,1.0
30.0,2.0,1.0,2.0,55.0,248.8000030517578,0.10999999940395355,9.170000076293945,27.139999389648438,2280.6298828125,0.07999999821186066,126.69999694824219,21.0,0.0,4.0,0.0,11.0,12.0,35.0,20.0,3.0,1.0
52.0,8.0,1.0,8.0,247.0,1440.719970703125,0.03999999910593033,23.079999923706055,62.43000030517578,33247.46875,0.47999998927116394,1847.0799560546875,45.0,0.0,2.0,3.0,18.0,39.0,147.0,100.0,15.0,1.0
41.0,6.0,3.0,6.0,109.0,572.02001953125,0.05000000074505806,18.450000762939453,31.0,10553.83984375,0.1899999976158142,586.3200073242188,35.0,0.0,2.0,0.0,18.0,20.0,68.0,41.0,11.0,1.0
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
15.0,1.0,1.0,1.0,26.0,101.58000183105469,0.28999999165534973,3.5,29.020000457763672,355.5299987792969,0.029999999329447746,19.75,8.0,2.0,3.0,0.0,7.0,8.0,18.0,8.0,1.0,1.0
9.0,1.0,1.0,1.0,31.0,107.23999786376953,0.28999999165534973,3.430000066757202,31.280000686645508,367.69000244140625,0.03999999910593033,20.43000030517578,7.0,0.0,0.0,0.0,4.0,7.0,19.0,12.0,1.0,1.0
5.0,1.0,1.0,1.0,8.0,24.0,0.33000001311302185,3.0,8.0,72.0,0.009999999776482582,4.0,3.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,1.0,1.0
25.0,1.0,1.0,1.0,65.0,309.07000732421875,0.15000000596046448,6.5,47.54999923706055,2008.93994140625,0.10000000149011612,111.61000061035156,13.0,1.0,2.0,0.0,9.0,18.0,39.0,26.0,1.0,1.0
45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4.0,1.0,1.0,1.0,4.0,8.0,0.6700000166893005,1.5,5.329999923706055,12.0,0.0,0.6700000166893005,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0
23.0,3.0,1.0,2.0,70.0,316.6499938964844,0.07000000029802322,14.180000305175781,22.329999923706055,4490.66015625,0.10999999940395355,249.47999572753906,18.0,1.0,1.0,0.0,12.0,11.0,44.0,26.0,5.0,1.0
14.0,1.0,1.0,1.0,33.0,134.88999938964844,0.23999999463558197,4.199999809265137,32.11000061035156,566.52001953125,0.03999999910593033,31.469999313354492,10.0,0.0,0.0,0.0,7.0,10.0,21.0,12.0,1.0,1.0
18.0,2.0,1.0,1.0,39.0,156.0,0.10000000149011612,9.640000343322754,16.18000030517578,1504.2900390625,0.05000000074505806,83.56999969482422,14.0,0.0,2.0,0.0,9.0,7.0,24.0,15.0,3.0,1.0
40.0,4.0,1.0,3.0,110.0,544.9600219726562,0.07000000029802322,15.170000076293945,35.93000030517578,8265.25,0.18000000715255737,459.17999267578125,31.0,1.0,2.0,0.0,13.0,18.0,68.0,42.0,7.0,1.0
24.0,3.0,1.0,2.0,80.0,371.510009765625,0.07000000029802322,13.850000381469727,26.829999923706055,5143.9599609375,0.11999999731779099,285.7799987792969,18.0,1.0,1.0,0.0,12.0,13.0,50.0,30.0,5.0,1.0
52.0,6.0,1.0,5.0,133.0,670.9000244140625,0.05999999865889549,16.25,41.290000915527344,10902.2001953125,0.2199999988079071,605.6799926757812,43.0,3.0,2.0,0.0,13.0,20.0,83.0,50.0,11.0,1.0
11.0,1.0,1.0,1.0,14.0,51.810001373291016,0.25,4.0,12.949999809265137,207.22000122070312,0.019999999552965164,11.510000228881836,6.0,0.0,1.0,0.0,8.0,5.0,9.0,5.0,1.0,1.0
23.0,6.0,6.0,2.0,70.0,346.7900085449219,0.05000000074505806,19.790000915527344,17.520000457763672,6863.6298828125,0.11999999731779099,381.30999755859375,17.0,0.0,4.0,0.0,19.0,12.0,45.0,25.0,11.0,1.0
4.0,1.0,1.0,1.0,4.0,8.0,0.6700000166893005,1.5,5.329999923706055,12.0,0.0,0.6700000166893005,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0
38.0,8.0,8.0,5.0,191.0,1123.5799560546875,0.03999999910593033,28.270000457763672,39.75,31758.830078125,0.3700000047683716,1764.3800048828125,26.0,1.0,8.0,0.0,27.0,32.0,124.0,67.0,15.0,1.0
113.0,15.0,11.0,14.0,527.0,3493.669921875,0.029999999329447746,33.279998779296875,104.98999786376953,116258.9765625,1.159999966621399,6458.830078125,88.0,5.0,18.0,0.0,25.0,74.0,330.0,197.0,29.0,1.0
8.0,1.0,1.0,1.0,26.0,106.2699966430664,0.25999999046325684,3.8499999046325684,27.600000381469727,409.1600036621094,0.03999999910593033,22.729999542236328,4.0,0.0,2.0,0.0,7.0,10.0,15.0,11.0,1.0,1.0
38.0,6.0,3.0,6.0,167.0,894.7100219726562,0.05000000074505806,20.799999237060547,43.0099983215332,18609.990234375,0.30000001192092896,1033.8900146484375,26.0,0.0,10.0,0.0,16.0,25.0,102.0,65.0,11.0,1.0
47.0,13.0,10.0,10.0,231.0,1303.72998046875,0.029999999329447746,36.93000030517578,35.29999923706055,48144.921875,0.4300000071525574,2674.719970703125,40.0,0.0,5.0,0.0,22.0,28.0,137.0,94.0,25.0,1.0
8.0,1.0,1.0,1.0,17.0,60.939998626708984,0.20000000298023224,5.0,12.1899995803833,304.7200012207031,0.019999999552965164,16.93000030517578,4.0,0.0,2.0,0.0,8.0,4.0,12.0,5.0,1.0,1.0
4.0,1.0,1.0,1.0,5.0,11.609999656677246,0.6700000166893005,1.5,7.739999771118164,17.40999984741211,0.0,0.9700000286102295,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0
15.0,3.0,1.0,1.0,43.0,204.4600067138672,0.10000000149011612,9.6899995803833,21.100000381469727,1981.68994140625,0.07000000029802322,110.08999633789062,10.0,0.0,3.0,0.0,14.0,13.0,25.0,18.0,5.0,1.0
38.0,5.0,1.0,5.0,61.0,307.7099914550781,0.07000000029802322,15.0,20.510000228881836,4615.6201171875,0.10000000149011612,256.4200134277344,19.0,0.0,17.0,0.0,18.0,15.0,36.0,25.0,7.0,1.0
48.0,12.0,1.0,11.0,177.0,977.6699829101562,0.03999999910593033,26.920000076293945,36.310001373291016,26321.900390625,0.33000001311302185,1462.3299560546875,38.0,2.0,6.0,0.0,20.0,26.0,107.0,70.0,21.0,1.0
70.0,15.0,14.0,3.0,293.0,1662.02001953125,0.019999999552965164,41.29999923706055,40.2400016784668,68641.453125,0.550000011920929,3813.409912109375,52.0,0.0,11.0,0.0,21.0,30.0,175.0,118.0,29.0,1.0
23.0,5.0,3.0,3.0,116.0,633.2899780273438,0.03999999910593033,22.799999237060547,27.780000686645508,14439.099609375,0.20999999344348907,802.1699829101562,16.0,0.0,5.0,0.0,24.0,20.0,78.0,38.0,9.0,1.0
27.0,8.0,6.0,5.0,128.0,694.5599975585938,0.05000000074505806,20.15999984741211,34.45000076293945,14002.3701171875,0.23000000417232513,777.9099731445312,22.0,0.0,3.0,0.0,18.0,25.0,72.0,56.0,15.0,1.0
10.0,1.0,1.0,1.0,26.0,104.0,0.23000000417232513,4.28000020980835,24.309999465942383,444.8900146484375,0.029999999329447746,24.719999313354492,5.0,0.0,3.0,0.0,7.0,9.0,15.0,11.0,1.0,1.0
13.0,1.0,1.0,1.0,46.0,213.6199951171875,0.12999999523162842,7.460000038146973,28.6200008392334,1594.5,0.07000000029802322,88.58000183105469,9.0,2.0,0.0,0.0,11.0,14.0,27.0,19.0,1.0,1.0
23.0,8.0,8.0,8.0,109.0,545.0,0.07000000029802322,14.710000038146973,37.04999923706055,8017.240234375,0.18000000715255737,445.3999938964844,19.0,0.0,1.0,0.0,13.0,19.0,66.0,43.0,15.0,1.0
11.0,4.0,4.0,4.0,38.0,164.22999572753906,0.10000000149011612,9.779999732971191,16.799999237060547,1605.8399658203125,0.05000000074505806,89.20999908447266,8.0,0.0,1.0,0.0,11.0,9.0,22.0,16.0,7.0,1.0
9.0,2.0,1.0,2.0,42.0,184.47999572753906,0.12999999523162842,7.730000019073486,23.8700008392334,1425.510009765625,0.05999999865889549,79.19000244140625,6.0,0.0,1.0,0.0,10.0,11.0,25.0,17.0,3.0,1.0
11.0,3.0,3.0,2.0,43.0,202.1199951171875,0.14000000059604645,6.96999979019165,29.010000228881836,1408.0999755859375,0.07000000029802322,78.2300033569336,7.0,0.0,2.0,0.0,11.0,15.0,24.0,19.0,5.0,1.0
49.0,8.0,1.0,7.0,185.0,1088.2900390625,0.05999999865889549,17.809999465942383,61.099998474121094,19385.150390625,0.36000001430511475,1076.949951171875,35.0,3.0,9.0,0.0,19.0,40.0,110.0,75.0,15.0,1.0
53.0,11.0,6.0,9.0,354.0,2139.719970703125,0.019999999552965164,44.310001373291016,48.290000915527344,94805.859375,0.7099999785423279,5266.990234375,43.0,0.0,8.0,0.0,27.0,39.0,226.0,128.0,21.0,1.0
21.0,5.0,4.0,2.0,81.0,418.760009765625,0.05000000074505806,21.0,19.940000534057617,8794.0400390625,0.14000000059604645,488.55999755859375,13.0,0.0,6.0,0.0,21.0,15.0,51.0,30.0,9.0,1.0
16.0,4.0,1.0,4.0,86.0,430.0,0.10999999940395355,8.899999618530273,48.290000915527344,3829.050048828125,0.14000000059604645,212.72000122070312,11.0,0.0,3.0,0.0,11.0,21.0,52.0,34.0,7.0,1.0
22.0,5.0,3.0,4.0,123.0,679.4000244140625,0.03999999910593033,25.0,27.18000030517578,16984.94921875,0.23000000417232513,943.6099853515625,15.0,0.0,5.0,0.0,25.0,21.0,81.0,42.0,9.0,1.0
24.0,5.0,3.0,4.0,129.0,724.2999877929688,0.03999999910593033,24.8700008392334,29.1200008392334,18012.970703125,0.23999999463558197,1000.719970703125,19.0,0.0,3.0,0.0,26.0,23.0,85.0,44.0,9.0,1.0
27.0,6.0,1.0,5.0,131.0,697.1699829101562,0.05000000074505806,18.670000076293945,37.349998474121094,13013.8896484375,0.23000000417232513,722.989990234375,22.0,0.0,3.0,0.0,16.0,24.0,75.0,56.0,11.0,1.0
27.0,5.0,1.0,4.0,93.0,408.489990234375,0.05000000074505806,21.329999923706055,19.149999618530273,8714.3603515625,0.14000000059604645,484.1300048828125,20.0,0.0,5.0,0.0,12.0,9.0,61.0,32.0,9.0,1.0
39.0,9.0,9.0,5.0,208.0,1233.5899658203125,0.029999999329447746,35.34000015258789,34.900001525878906,43599.8203125,0.4099999964237213,2422.2099609375,29.0,0.0,8.0,0.0,29.0,32.0,130.0,78.0,17.0,1.0
