prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
discretization_features_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,euclidean,,,,,success,0.7865180009577293
discretization_normalization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,8,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,False,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,5,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,9,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,8,,,euclidean,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,6,,,euclidean,,,,,success,0.6697616560010446
normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,5,,,manhattan,,,,,success,0.7068984806930478
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7992501414827392
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8174165251839275
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8001275521309477
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.8249882460493666
features_discretization_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.811626616168212
discretization_imputation_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7985684123460014
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,6,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,4,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.6714907927386704
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,success,0.668373383831788
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,5,,,minkowski,,,,,success,0.679177441121414
normalization_discretization_imputation_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,5,,,euclidean,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.6731711723477428
normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,4,,,minkowski,,,,,success,0.6628947368421052
normalization_discretization_imputation_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,5,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,4,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,6,,,minkowski,,,,,success,0.6771662095685865
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,6,,,minkowski,,,,,success,0.670058769753167
imputation_normalization_discretization_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,5,,,minkowski,,,,,success,0.6807903443472204
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.8138798920377868
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8177874276261374
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.811626616168212
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7968956510382657
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7874078185538287
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,minkowski,,,,,success,0.7573867049758392
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.7560709155021549
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7953365112533193
normalization_features_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.8116466414174394
features_imputation_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.8168438465891775
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.7933189673936701
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,6,,,euclidean,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,15,,,euclidean,,,,,success,0.7887773714683732
features_normalization_discretization_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,4,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.666445735927909
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,13,,,euclidean,,,,,success,0.7921107048017064
imputation_normalization_discretization_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,5,,,minkowski,,,,,success,0.679177441121414
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_features_imputation_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,6,,,minkowski,,,,,success,0.6771662095685865
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.8180906360193287
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,euclidean,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,7,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,success,0.6687579992164034
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.7920232031692134
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,5,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.8168438465891775
imputation_features_discretization_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7953365112533193
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.8249882460493666
discretization_features_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,15,,,minkowski,,,,,success,0.7789586870401811
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.7973200992555831
normalization_discretization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8008630447085455
imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.816830133646772
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.8116466414174394
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8174165251839275
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.8168438465891775
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,constant,random,SelectKBest,,2,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,6,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,PCA,3,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,3,4,,4,1,1,gini,fail,-inf
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_imputation_features_normalization_classification,False,,True,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,best,,2,1,,3,1,1,gini,fail,-inf
