0,1,2,3,4,5,6,7,8,9
4608.0,3607.0,21.0,71.0,99.0,4.0,7.0,64.0,4.0,1.0
313.0,874.0,21.0,66.0,50.0,38.0,324.0,22.0,42.0,1.0
1177.0,108.0,9.0,7.0,69.0,77.0,1679.0,29.0,84.0,1.0
2323.0,587.0,72.0,93.0,126.0,60.0,1641.0,8.0,66.0,1.0
1583.0,2510.0,54.0,65.0,208.0,22.0,1464.0,64.0,23.0,1.0
1137.0,1555.0,21.0,74.0,60.0,71.0,2258.0,1.0,78.0,1.0
5061.0,3746.0,54.0,75.0,140.0,22.0,7.0,64.0,23.0,1.0
4689.0,263.0,9.0,7.0,52.0,237.0,255.0,15.0,247.0,1.0
1763.0,1222.0,21.0,66.0,211.0,22.0,1099.0,64.0,23.0,1.0
194.0,1887.0,21.0,72.0,273.0,22.0,7.0,64.0,23.0,1.0
4190.0,4114.0,21.0,66.0,193.0,56.0,1516.0,13.0,60.0,1.0
182.0,772.0,21.0,68.0,190.0,107.0,1774.0,14.0,116.0,1.0
2036.0,262.0,9.0,7.0,447.0,4.0,7.0,64.0,4.0,1.0
1873.0,1169.0,21.0,66.0,211.0,47.0,1724.0,64.0,51.0,1.0
3500.0,2516.0,54.0,75.0,298.0,4.0,603.0,64.0,4.0,1.0
265.0,2969.0,38.0,44.0,14.0,1.0,8.0,5.0,1.0,1.0
5740.0,534.0,21.0,68.0,111.0,4.0,7.0,64.0,4.0,1.0
5696.0,864.0,21.0,74.0,286.0,22.0,7.0,64.0,23.0,1.0
322.0,1622.0,21.0,107.0,145.0,217.0,633.0,65.0,227.0,1.0
194.0,2871.0,21.0,66.0,121.0,47.0,1650.0,64.0,51.0,1.0
5299.0,500.0,98.0,139.0,51.0,26.0,2093.0,13.0,27.0,0.0
4057.0,874.0,21.0,66.0,50.0,47.0,7.0,64.0,51.0,1.0
5996.0,4089.0,86.0,114.0,234.0,119.0,2338.0,13.0,128.0,1.0
328.0,2298.0,21.0,66.0,335.0,278.0,2109.0,20.0,287.0,0.0
3836.0,1052.0,21.0,74.0,203.0,4.0,7.0,64.0,4.0,1.0
5065.0,1269.0,82.0,109.0,148.0,4.0,190.0,64.0,4.0,1.0
6983.0,5.0,21.0,72.0,175.0,22.0,7.0,64.0,23.0,1.0
5906.0,2716.0,9.0,7.0,117.0,71.0,2258.0,1.0,78.0,1.0
1844.0,395.0,21.0,64.0,62.0,124.0,2298.0,14.0,133.0,1.0
5382.0,3790.0,25.0,26.0,13.0,36.0,2199.0,3.0,40.0,1.0
763.0,636.0,21.0,64.0,138.0,22.0,7.0,64.0,23.0,1.0
130.0,982.0,21.0,66.0,42.0,251.0,1315.0,66.0,260.0,1.0
5075.0,745.0,21.0,64.0,46.0,83.0,1065.0,21.0,91.0,1.0
1329.0,4154.0,9.0,35.0,162.0,246.0,1490.0,35.0,256.0,1.0
863.0,1986.0,21.0,71.0,72.0,22.0,7.0,64.0,23.0,0.0
194.0,3656.0,21.0,71.0,376.0,17.0,380.0,64.0,18.0,1.0
3331.0,2670.0,54.0,65.0,63.0,251.0,1229.0,66.0,260.0,1.0
4717.0,1120.0,21.0,58.0,85.0,4.0,1901.0,64.0,4.0,1.0
5900.0,34.0,21.0,72.0,210.0,22.0,1901.0,64.0,23.0,1.0
1678.0,468.0,77.0,102.0,299.0,183.0,2238.0,14.0,193.0,1.0
5566.0,2381.0,21.0,64.0,268.0,237.0,599.0,15.0,247.0,1.0
455.0,225.0,21.0,66.0,211.0,38.0,161.0,22.0,42.0,1.0
1159.0,219.0,57.0,73.0,48.0,11.0,215.0,5.0,11.0,1.0
1204.0,3603.0,63.0,83.0,95.0,13.0,610.0,61.0,13.0,1.0
117.0,2907.0,21.0,66.0,69.0,55.0,232.0,13.0,59.0,1.0
5566.0,3623.0,21.0,68.0,59.0,189.0,48.0,11.0,199.0,1.0
4030.0,3008.0,21.0,36.0,218.0,22.0,54.0,64.0,23.0,1.0
6664.0,1309.0,21.0,36.0,179.0,22.0,7.0,64.0,23.0,1.0
194.0,1292.0,21.0,64.0,101.0,4.0,7.0,64.0,4.0,1.0
2308.0,130.0,21.0,64.0,232.0,47.0,621.0,64.0,51.0,1.0
740.0,4205.0,14.0,61.0,18.0,36.0,2317.0,3.0,40.0,0.0
548.0,1068.0,21.0,74.0,174.0,19.0,39.0,64.0,20.0,1.0
6241.0,589.0,21.0,68.0,226.0,163.0,281.0,39.0,172.0,1.0
4089.0,1184.0,60.0,51.0,20.0,6.0,101.0,65.0,5.0,0.0
3355.0,3462.0,44.0,52.0,19.0,36.0,2199.0,3.0,40.0,1.0
319.0,992.0,21.0,68.0,232.0,47.0,7.0,64.0,51.0,1.0
182.0,2126.0,4.0,3.0,13.0,0.0,2.0,3.0,0.0,1.0
2255.0,2638.0,21.0,22.0,435.0,315.0,279.0,5.0,6.0,1.0
3444.0,1500.0,21.0,36.0,106.0,19.0,7.0,64.0,20.0,1.0
5811.0,1088.0,21.0,71.0,269.0,21.0,605.0,7.0,22.0,1.0
2989.0,602.0,21.0,68.0,123.0,22.0,7.0,64.0,23.0,1.0
605.0,1555.0,21.0,74.0,60.0,140.0,1430.0,1.0,150.0,1.0
194.0,608.0,48.0,55.0,360.0,40.0,160.0,66.0,44.0,1.0
5588.0,1445.0,25.0,26.0,13.0,0.0,2.0,3.0,0.0,1.0
2671.0,1657.0,61.0,79.0,78.0,337.0,467.0,65.0,71.0,1.0
841.0,2983.0,11.0,48.0,14.0,1.0,8.0,5.0,1.0,1.0
3644.0,661.0,21.0,68.0,51.0,164.0,2093.0,13.0,173.0,1.0
2867.0,1347.0,17.0,15.0,13.0,1.0,8.0,5.0,1.0,1.0
2701.0,1546.0,37.0,43.0,14.0,0.0,3.0,3.0,0.0,1.0
1301.0,3233.0,70.0,100.0,100.0,84.0,79.0,17.0,92.0,1.0
2447.0,1773.0,78.0,103.0,94.0,78.0,2164.0,24.0,85.0,1.0
3094.0,1210.0,21.0,66.0,67.0,46.0,1459.0,66.0,50.0,1.0
3445.0,550.0,21.0,36.0,128.0,22.0,7.0,64.0,23.0,1.0
319.0,647.0,21.0,64.0,70.0,17.0,39.0,64.0,18.0,0.0
4936.0,3736.0,54.0,75.0,72.0,340.0,2211.0,9.0,24.0,1.0
500.0,3782.0,77.0,99.0,327.0,108.0,281.0,39.0,117.0,1.0
2078.0,200.0,21.0,64.0,138.0,47.0,7.0,64.0,51.0,1.0
319.0,2279.0,21.0,58.0,52.0,120.0,181.0,64.0,129.0,1.0
3662.0,835.0,98.0,139.0,269.0,32.0,1934.0,9.0,36.0,1.0
326.0,3200.0,7.0,5.0,13.0,36.0,323.0,3.0,40.0,1.0
852.0,2948.0,14.0,46.0,14.0,0.0,3.0,3.0,0.0,1.0
3500.0,229.0,21.0,71.0,68.0,31.0,624.0,19.0,35.0,1.0
310.0,885.0,21.0,64.0,70.0,17.0,707.0,64.0,18.0,1.0
5065.0,2166.0,21.0,64.0,317.0,46.0,2143.0,66.0,50.0,1.0
3028.0,918.0,21.0,64.0,333.0,4.0,7.0,64.0,4.0,1.0
3323.0,3891.0,3.0,34.0,155.0,19.0,39.0,64.0,20.0,1.0
1171.0,116.0,21.0,21.0,117.0,28.0,302.0,15.0,29.0,1.0
4322.0,138.0,9.0,7.0,232.0,4.0,7.0,64.0,4.0,1.0
4936.0,417.0,21.0,71.0,269.0,104.0,1954.0,8.0,112.0,1.0
1844.0,169.0,21.0,66.0,378.0,290.0,1677.0,13.0,298.0,1.0
5766.0,742.0,21.0,58.0,165.0,178.0,1051.0,28.0,188.0,1.0
5497.0,3815.0,21.0,36.0,177.0,155.0,1280.0,26.0,164.0,1.0
2920.0,3708.0,33.0,38.0,13.0,1.0,32.0,5.0,1.0,1.0
4282.0,1756.0,3.0,34.0,33.0,22.0,7.0,64.0,23.0,1.0
4868.0,590.0,21.0,66.0,98.0,113.0,1523.0,30.0,122.0,1.0
4403.0,1446.0,24.0,25.0,37.0,315.0,930.0,5.0,6.0,1.0
3244.0,1923.0,21.0,36.0,95.0,21.0,180.0,7.0,22.0,1.0
841.0,3701.0,11.0,32.0,14.0,1.0,8.0,5.0,1.0,1.0
73.0,345.0,43.0,50.0,146.0,6.0,398.0,65.0,5.0,0.0
2713.0,3052.0,32.0,0.0,14.0,0.0,3.0,3.0,0.0,1.0
3809.0,4079.0,21.0,58.0,136.0,94.0,2003.0,17.0,102.0,1.0
194.0,3601.0,77.0,102.0,74.0,4.0,7.0,64.0,4.0,1.0
1329.0,743.0,21.0,64.0,62.0,340.0,2245.0,9.0,24.0,1.0
1177.0,94.0,72.0,93.0,115.0,55.0,2290.0,13.0,59.0,1.0
314.0,924.0,21.0,71.0,92.0,47.0,7.0,64.0,51.0,1.0
7017.0,99.0,21.0,66.0,166.0,4.0,7.0,64.0,4.0,1.0
3650.0,216.0,21.0,74.0,6.0,4.0,7.0,64.0,4.0,1.0
6385.0,1699.0,21.0,36.0,161.0,22.0,54.0,64.0,23.0,1.0
667.0,1490.0,92.0,126.0,411.0,235.0,2258.0,1.0,245.0,1.0
3938.0,3456.0,33.0,38.0,13.0,1.0,32.0,5.0,1.0,1.0
4689.0,1164.0,21.0,58.0,52.0,22.0,7.0,64.0,23.0,1.0
1144.0,474.0,21.0,72.0,353.0,140.0,1690.0,1.0,150.0,1.0
314.0,3606.0,21.0,58.0,52.0,46.0,2143.0,66.0,50.0,1.0
7212.0,1606.0,21.0,58.0,291.0,86.0,554.0,9.0,94.0,0.0
4073.0,673.0,21.0,58.0,225.0,47.0,1033.0,64.0,51.0,1.0
4723.0,2387.0,21.0,66.0,41.0,32.0,2313.0,9.0,36.0,1.0
2176.0,36.0,21.0,72.0,210.0,22.0,54.0,64.0,23.0,1.0
4936.0,2771.0,54.0,75.0,288.0,123.0,284.0,28.0,132.0,1.0
3507.0,311.0,21.0,64.0,307.0,17.0,39.0,64.0,18.0,1.0
155.0,130.0,21.0,64.0,232.0,22.0,7.0,64.0,23.0,1.0
1465.0,159.0,34.0,39.0,18.0,12.0,716.0,6.0,12.0,1.0
4736.0,2625.0,21.0,64.0,316.0,4.0,1901.0,64.0,4.0,1.0
960.0,3301.0,21.0,36.0,114.0,4.0,7.0,64.0,4.0,0.0
4594.0,1494.0,21.0,21.0,216.0,47.0,2313.0,64.0,51.0,1.0
1713.0,3990.0,22.0,23.0,14.0,0.0,3.0,3.0,0.0,1.0
3050.0,3862.0,21.0,64.0,213.0,47.0,7.0,64.0,51.0,1.0
1279.0,986.0,21.0,68.0,232.0,47.0,7.0,64.0,51.0,1.0
5482.0,982.0,21.0,36.0,42.0,196.0,2280.0,22.0,206.0,1.0
2949.0,474.0,21.0,72.0,210.0,140.0,1430.0,1.0,150.0,1.0
2976.0,1217.0,21.0,64.0,82.0,53.0,458.0,14.0,57.0,1.0
3066.0,2855.0,21.0,36.0,300.0,26.0,2093.0,13.0,27.0,1.0
93.0,1094.0,21.0,58.0,219.0,4.0,1542.0,64.0,4.0,1.0
2378.0,670.0,21.0,68.0,111.0,19.0,7.0,64.0,20.0,1.0
194.0,1505.0,21.0,64.0,70.0,22.0,1901.0,64.0,23.0,1.0
3507.0,3611.0,63.0,83.0,12.0,53.0,1186.0,14.0,57.0,1.0
651.0,743.0,21.0,68.0,62.0,92.0,2346.0,14.0,100.0,1.0
543.0,34.0,21.0,72.0,210.0,22.0,7.0,64.0,23.0,1.0
3675.0,682.0,21.0,36.0,212.0,103.0,2334.0,14.0,111.0,1.0
4965.0,735.0,21.0,64.0,296.0,103.0,2334.0,14.0,111.0,1.0
1465.0,2976.0,11.0,9.0,19.0,0.0,3.0,3.0,0.0,0.0
2480.0,2510.0,54.0,65.0,208.0,22.0,1464.0,64.0,23.0,1.0
6978.0,645.0,21.0,58.0,186.0,4.0,7.0,64.0,4.0,1.0
674.0,3375.0,21.0,74.0,94.0,41.0,583.0,24.0,45.0,1.0
4023.0,1087.0,21.0,58.0,171.0,40.0,160.0,66.0,44.0,1.0
996.0,2575.0,3.0,34.0,155.0,174.0,281.0,39.0,183.0,1.0
5997.0,1008.0,21.0,68.0,111.0,123.0,1366.0,28.0,132.0,1.0
5567.0,3229.0,77.0,102.0,299.0,269.0,2238.0,17.0,32.0,1.0
3437.0,3919.0,21.0,66.0,121.0,323.0,2346.0,66.0,332.0,1.0
4987.0,1264.0,48.0,80.0,15.0,2.0,4.0,5.0,2.0,1.0
458.0,4100.0,21.0,64.0,70.0,22.0,7.0,64.0,23.0,1.0
551.0,1072.0,21.0,64.0,101.0,47.0,2178.0,64.0,51.0,1.0
3674.0,2846.0,75.0,97.0,128.0,22.0,7.0,64.0,23.0,1.0
5889.0,370.0,21.0,58.0,219.0,22.0,54.0,64.0,23.0,1.0
57.0,857.0,21.0,71.0,207.0,105.0,1654.0,14.0,113.0,0.0
4192.0,1876.0,21.0,64.0,377.0,52.0,1119.0,14.0,56.0,1.0
256.0,1586.0,21.0,72.0,273.0,22.0,7.0,64.0,23.0,1.0
4105.0,3534.0,42.0,49.0,13.0,0.0,1694.0,3.0,0.0,1.0
7493.0,325.0,105.0,145.0,20.0,6.0,1089.0,65.0,5.0,1.0
5601.0,1837.0,9.0,35.0,78.0,18.0,112.0,65.0,19.0,1.0
1552.0,554.0,53.0,63.0,332.0,86.0,2135.0,9.0,94.0,1.0
1987.0,815.0,21.0,68.0,89.0,52.0,1256.0,14.0,56.0,1.0
199.0,3502.0,103.0,143.0,170.0,47.0,1671.0,64.0,51.0,1.0
5566.0,1093.0,21.0,64.0,333.0,47.0,7.0,64.0,51.0,1.0
651.0,773.0,21.0,68.0,299.0,83.0,2157.0,21.0,91.0,1.0
6991.0,3152.0,64.0,84.0,104.0,341.0,1073.0,5.0,146.0,1.0
1987.0,121.0,21.0,21.0,117.0,11.0,49.0,5.0,11.0,1.0
3190.0,827.0,21.0,68.0,158.0,75.0,739.0,14.0,82.0,1.0
2862.0,201.0,9.0,7.0,101.0,4.0,7.0,64.0,4.0,1.0
634.0,1721.0,53.0,63.0,254.0,194.0,1145.0,41.0,204.0,1.0
6152.0,2860.0,21.0,68.0,89.0,57.0,2299.0,14.0,62.0,1.0
6490.0,880.0,21.0,64.0,70.0,40.0,699.0,66.0,44.0,1.0
5194.0,416.0,21.0,66.0,120.0,22.0,7.0,64.0,23.0,1.0
1987.0,2009.0,21.0,36.0,201.0,153.0,2248.0,9.0,61.0,1.0
660.0,3220.0,21.0,21.0,117.0,46.0,2143.0,66.0,50.0,1.0
328.0,3386.0,50.0,57.0,104.0,51.0,541.0,4.0,55.0,1.0
385.0,279.0,21.0,21.0,409.0,24.0,49.0,5.0,34.0,1.0
3657.0,985.0,21.0,36.0,99.0,4.0,7.0,64.0,4.0,1.0
651.0,775.0,21.0,64.0,62.0,32.0,573.0,9.0,36.0,1.0
1807.0,360.0,21.0,68.0,93.0,47.0,7.0,64.0,51.0,1.0
182.0,684.0,53.0,63.0,184.0,103.0,1362.0,14.0,111.0,1.0
5065.0,2851.0,21.0,68.0,84.0,42.0,2250.0,8.0,46.0,1.0
2295.0,3275.0,21.0,66.0,277.0,4.0,7.0,64.0,4.0,1.0
194.0,3444.0,21.0,71.0,173.0,21.0,1402.0,7.0,22.0,0.0
5566.0,4037.0,77.0,102.0,91.0,162.0,665.0,29.0,171.0,0.0
56.0,62.0,21.0,64.0,232.0,28.0,952.0,15.0,29.0,1.0
1409.0,17.0,21.0,58.0,280.0,4.0,1901.0,64.0,4.0,1.0
1107.0,1873.0,21.0,68.0,108.0,11.0,342.0,5.0,11.0,1.0
1042.0,130.0,21.0,64.0,232.0,22.0,7.0,64.0,23.0,1.0
4390.0,3753.0,25.0,26.0,13.0,36.0,2199.0,3.0,40.0,1.0
5566.0,1008.0,21.0,68.0,111.0,22.0,7.0,64.0,23.0,1.0
5489.0,121.0,21.0,21.0,117.0,87.0,1818.0,64.0,95.0,1.0
392.0,1.0,21.0,72.0,210.0,22.0,7.0,64.0,23.0,1.0
1329.0,735.0,21.0,64.0,296.0,103.0,2334.0,14.0,111.0,1.0
75.0,581.0,21.0,64.0,202.0,102.0,1239.0,14.0,110.0,0.0
4505.0,2440.0,21.0,66.0,69.0,11.0,184.0,5.0,11.0,1.0
182.0,4060.0,21.0,72.0,175.0,47.0,7.0,64.0,51.0,1.0
2276.0,562.0,72.0,93.0,242.0,92.0,2350.0,14.0,100.0,1.0
713.0,1570.0,21.0,64.0,316.0,28.0,1185.0,15.0,29.0,1.0
